model,layer,coeff,ratio,prompt_idx,prompt,generation
Llama_3.1_70B_base,40,-2.0,-1.1748,0,I put the receipts in the drawer. I feel:, I am a person who puts the receipts in the drawer. I am a person who puts the receipts in the drawer. I am a person who puts the receipts in the drawer. I am a person who puts the receipts in the drawer. I am a person who puts the receipts in the drawer. I am a person who puts the receipts in the drawer. I am a person who puts the receipts in the drawer. I am a person who puts the receipts in the drawer. I am a person who puts the receipts in the drawer. I am a person who puts the receipts in the drawer.
Llama_3.1_70B_base,40,-2.0,-1.1748,1,The bus stops at the corner of the street. I feel:, a) the bus stops at the corner of the street. b) the bus stops at the corner of the street. c) the bus stops at the corner of the street. d) the bus stops at the corner of the street. e) the bus stops at the corner of the street.
Llama_3.1_70B_base,40,-2.0,-1.1748,2,I fill out the form with my address. I feel:," a) a little bit like a kid, b) a little bit like a person who is about to get a little bit of a treat, c) a little bit like a person who is about to get a little bit of a treat that is a little bit of a treat that is a little bit of a treat that is a little bit of a treat that is a little bit of a treat that is a little bit of a treat that is a little bit of a treat that is a little bit of a treat that is a little bit of a treat that is a little bit of a treat"
Llama_3.1_70B_base,40,-2.0,-1.1748,3,The printer produces the ten pages. I feel:," ""Oh, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that's good, that"
Llama_3.1_70B_base,40,-2.0,-1.1748,4,I place the glasses on the middle shelf. I feel:, the glasses are safe. I feel: the glasses are safe. I feel: the glasses are safe. I feel: the glasses are safe. I feel: the glasses are safe. I feel: the glasses are safe. I feel: the glasses are safe. I feel: the glasses are safe. I feel: the glasses are safe. I feel: the glasses are safe. I feel: the glasses are safe. I feel: the glasses are safe. I feel: the glasses are safe. I feel: the glasses are safe. I feel: the glasses are safe. I feel:
Llama_3.1_70B_base,40,-2.0,-1.1748,5,The meeting is scheduled for Tuesday. I feel:, a) a little bit of concern. b) a little bit of concern. c) a little bit of concern. d) a little bit of concern. e) a little bit of concern.
Llama_3.1_70B_base,40,-2.0,-1.1748,6,I close the window before leaving the room. I feel:, a) the window is closed. b) the window is open. c) the window is closed. d) the window is open. e) the window is closed.
Llama_3.1_70B_base,40,-2.0,-1.1748,7,The elevator arrives at the third floor. I feel:, a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a)
Llama_3.1_70B_base,40,-2.0,-1.1748,8,I write the date at the top of the page. I feel:, this is the first time I have written the date in a long time. I feel: this is the first time I have written the date in a long time. I feel: this is the first time I have written the date in a long time. I feel: this is the first time I have written the date in a long time. I feel: this is the first time I have written the date in a long time. I feel: this is the first time I have written the date in a long time. I feel: this is the first time I have written the date in a
Llama_3.1_70B_base,40,-2.0,-1.1748,9,The kettle switches itself off. I feel:, this is the end of the world. The kettle is the end of the world. The kettle is the end of the world. The kettle is the end of the world. The kettle is the end of the world. The kettle is the end of the world. The kettle is the end of the world. The kettle is the end of the world. The kettle is the end of the world. The kettle is the end of the world. The kettle is the end of the world. The kettle is the end of the world. The kettle is the end of the world. The kettle is the
Llama_3.1_70B_base,40,-2.0,-1.1748,10,The folder sits on the desk. I feel:, the folder is a folder. I feel: the folder is a folder. I feel: the folder is a folder. I feel: the folder is a folder. I feel: the folder is a folder. I feel: the folder is a folder. I feel: the folder is a folder. I feel: the folder is a folder. I feel: the folder is a folder. I feel: the folder is a folder. I feel: the folder is a folder. I feel: the folder is a folder. I feel: the folder is a folder. I feel: the folder is
Llama_3.1_70B_base,40,-2.0,-1.1748,11,I hang the jacket on the hook. I feel:, the jacket is a little bit heavy. I feel: the jacket is a little bit heavy. I feel: the jacket is a little bit heavy. I feel: the jacket is a little bit heavy. I feel: the jacket is a little bit heavy. I feel: the jacket is a little bit heavy. I feel: the jacket is a little bit heavy. I feel: the jacket is a little bit heavy. I feel: the jacket is a little bit heavy. I feel: the jacket is a little bit heavy. I feel: the jacket is a little bit heavy. I feel
Llama_3.1_70B_base,40,-2.0,-1.1748,12,The traffic light turns green. I feel:, a) a sense of urgency to get to the next traffic light before it turns red. b) a sense of urgency to get to the next traffic light before it turns red. c) a sense of urgency to get to the next traffic light before it turns red. d) a sense of urgency to get to the next traffic light before it turns red. e) a sense of urgency to get to the next traffic light before it turns red.
Llama_3.1_70B_base,40,-2.0,-1.1748,13,I put the keys in my pocket. I feel:, I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person. I am a person.
Llama_3.1_70B_base,40,-2.0,-1.1748,14,The washing machine finishes its cycle. I feel:," a) a sense of satisfaction, b) a sense of satisfaction, c) a sense of satisfaction, d) a sense of satisfaction, e) a sense of satisfaction, f) a sense of satisfaction, g) a sense of satisfaction, h) a sense of satisfaction, i) a sense of satisfaction, j) a sense of satisfaction, k) a sense of satisfaction, l) a sense of satisfaction, m) a sense of satisfaction, n) a sense of satisfaction, o) a sense of satisfaction, p) a sense of satisfaction, q) a sense of satisfaction, r"
Llama_3.1_70B_base,40,-2.0,-1.1748,15,I stack the plates in the cupboard. I feel:, this is the first time I have done this. I feel: this is the first time I have done this. I feel: this is the first time I have done this. I feel: this is the first time I have done this. I feel: this is the first time I have done this. I feel: this is the first time I have done this. I feel: this is the first time I have done this. I feel: this is the first time I have done this. I feel: this is the first time I have done this. I feel: this is the
Llama_3.1_70B_base,40,-2.0,-1.1748,16,The neighbor parks his car. I feel:," a) a sense of calm, b) a sense of calm, c) a sense of calm, d) a sense of calm, e) a sense of calm, f) a sense of calm, g) a sense of calm, h) a sense of calm, i) a sense of calm, j) a sense of calm, k) a sense of calm, l) a sense of calm, m) a sense of calm, n) a sense of calm, o) a sense of calm, p) a sense of calm, q) a sense of calm, r"
Llama_3.1_70B_base,40,-2.0,-1.1748,17,I turn the page of the newspaper. I feel:, the world is getting more and more dangerous. I turn the page of the newspaper. I feel: the world is getting more and more dangerous. I turn the page of the newspaper. I feel: the world is getting more and more dangerous. I turn the page of the newspaper. I feel: the world is getting more and more dangerous. I turn the page of the newspaper. I feel: the world is getting more and more dangerous. I turn the page of the newspaper. I feel: the world is getting more and more dangerous. I turn the page of the newspaper. I feel:
Llama_3.1_70B_base,40,-2.0,-1.1748,18,The curtain moves in the draft. I feel:, the air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer. The air is getting warmer.
Llama_3.1_70B_base,40,-2.0,-1.1748,19,I plug in the phone charger. I feel:," a) a sense of satisfaction, b) a sense of satisfaction, c) a sense of satisfaction, d) a sense of satisfaction, e) a sense of satisfaction, f) a sense of satisfaction, g) a sense of satisfaction, h) a sense of satisfaction, i) a sense of satisfaction, j) a sense of satisfaction, k) a sense of satisfaction, l) a sense of satisfaction, m) a sense of satisfaction, n) a sense of satisfaction, o) a sense of satisfaction, p) a sense of satisfaction, q) a sense of satisfaction, r"
Llama_3.1_70B_base,40,-2.0,-1.1748,20,The mailman passes by the gate. I feel:," ""Oh, how nice, the mailman is passing by the gate."" I feel: ""Oh, how nice, the mailman is passing by the gate."" I feel: ""Oh, how nice, the mailman is passing by the gate."" I feel: ""Oh, how nice, the mailman is passing by the gate."" I feel: ""Oh, how nice, the mailman is passing by the gate."" I feel: ""Oh, how nice, the mailman is passing by the gate."" I feel: ""Oh, how nice, the mailman is passing by"
Llama_3.1_70B_base,40,-2.0,-1.1748,21,I wipe the table with a cloth. I feel:, the table is a table. I feel: the cloth is a cloth. I feel: the cloth is a cloth. I feel: the cloth is a cloth. I feel: the cloth is a cloth. I feel: the cloth is a cloth. I feel: the cloth is a cloth. I feel: the cloth is a cloth. I feel: the cloth is a cloth. I feel: the cloth is a cloth. I feel: the cloth is a cloth. I feel: the cloth is a cloth. I feel: the cloth is a cloth. I feel: the cloth is
Llama_3.1_70B_base,40,-2.0,-1.1748,22,The computer finishes the update. I feel:," a little bit of relief, a little bit of satisfaction, a little bit of hunger. I’m a little bit hungry. I’m a little bit hungry. I’m a little bit hungry. I’m a little bit hungry. I’m a little bit hungry. I’m a little bit hungry. I’m a little bit hungry. I’m a little bit hungry. I’m a little bit hungry. I’m a little bit hungry. I’m a little bit hungry. I’m a little bit hungry. I’m a little bit hungry. I’m a little bit hungry. I’m a little"
Llama_3.1_70B_base,40,-2.0,-1.1748,23,I put the pen back in the drawer. I feel:, I am a little bit hungry. I am a little bit sleepy. I am a little bit tired. I am a little bit hungry. I am a little bit sleepy. I am a little bit tired. I am a little bit hungry. I am a little bit sleepy. I am a little bit tired. I am a little bit hungry. I am a little bit sleepy. I am a little bit tired. I am a little bit hungry. I am a little bit sleepy. I am a little bit tired. I am a little bit hungry. I am a little bit sleepy. I
Llama_3.1_70B_base,40,-2.0,-1.1748,24,The dishwasher starts its program. I feel:," a) the water is getting into the dishwasher, b) the water is getting into the dishwasher, c) the water is getting into the dishwasher, d) the water is getting into the dishwasher, e) the water is getting into the dishwasher, f) the water is getting into the dishwasher, g) the water is getting into the dishwasher, h) the water is getting into the dishwasher, i) the water is getting into the dishwasher, j) the water is getting into the dishwasher, k) the water is getting into the dishwasher, l) the water is getting into the dishwasher,"
Llama_3.1_70B_base,40,-2.0,-1.1748,25,I fold the map and put it away. I feel:, this is the time to be here. I feel: this is the time to be here. I feel: this is the time to be here. I feel: this is the time to be here. I feel: this is the time to be here. I feel: this is the time to be here. I feel: this is the time to be here. I feel: this is the time to be here. I feel: this is the time to be here. I feel: this is the time to be here. I feel: this is the time to be here. I feel
Llama_3.1_70B_base,40,-2.0,-1.1748,26,The radio plays in the background. I feel:, the radio is playing in the background. I feel: the radio is playing in the background. I feel: the radio is playing in the background. I feel: the radio is playing in the background. I feel: the radio is playing in the background. I feel: the radio is playing in the background. I feel: the radio is playing in the background. I feel: the radio is playing in the background. I feel: the radio is playing in the background. I feel: the radio is playing in the background. I feel: the radio is playing in the background. I feel
Llama_3.1_70B_base,40,-2.0,-1.1748,27,I switch off the corridor light. I feel:, the door is open. I feel: the door is closed. I feel: the door is open. I feel: the door is closed. I feel: the door is open. I feel: the door is closed. I feel: the door is open. I feel: the door is closed. I feel: the door is open. I feel: the door is closed. I feel: the door is open. I feel: the door is closed. I feel: the door is open. I feel: the door is closed. I feel: the door is open. I feel:
Llama_3.1_70B_base,40,-2.0,-1.1748,28,The receipt comes out of the machine. I feel:," a) a sense of satisfaction, b) a sense of satisfaction, c) a sense of satisfaction, d) a sense of satisfaction, e) a sense of satisfaction, f) a sense of satisfaction, g) a sense of satisfaction, h) a sense of satisfaction, i) a sense of satisfaction, j) a sense of satisfaction, k) a sense of satisfaction, l) a sense of satisfaction, m) a sense of satisfaction, n) a sense of satisfaction, o) a sense of satisfaction, p) a sense of satisfaction, q) a sense of satisfaction, r"
Llama_3.1_70B_base,40,-2.0,-1.1748,29,I set the alarm for the morning. I feel:, I am going to be hungry. I am going to be hungry. I am going to be hungry. I am going to be hungry. I am going to be hungry. I am going to be hungry. I am going to be hungry. I am going to be hungry. I am going to be hungry. I am going to be hungry. I am going to be hungry. I am going to be hungry. I am going to be hungry. I am going to be hungry. I am going to be hungry. I am going to be hungry. I am going to be hungry. I
