model,layer,coeff,ratio,prompt_idx,prompt,generation
Qwen_2.5_7B_base,16,-2.0,-1.3283,0,I put the receipts in the drawer. I feel:,"____
A. happy
B. excited
答案 A

下列关于人体的兴奋的描述，正确的是____
A. 兴奋
B. 兴奋
C. 兴奋
D. 兴奋
答案 C

下列关于人体的兴奋的描述，正确的是____
A. 兴奋
B. 兴奋
C. 兴奋
D. 兴奋
答案 C"
Qwen_2.5_7B_base,16,-2.0,-1.3283,1,The bus stops at the corner of the street. I feel:,"______.
A. happy
B. excited
C. happy
D. excited
答案: C

____
A. 10
B. 1
C. 1
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案"
Qwen_2.5_7B_base,16,-2.0,-1.3283,2,I fill out the form with my address. I feel:, (A) excited (B) ... (A) excited
Qwen_2.5_7B_base,16,-2.0,-1.3283,3,The printer produces the ten pages. I feel:,"____
A. happy
B. happy
答案 A

The ________ of the pages. I feel ________.
A. happy
B. happy
答案 A"
Qwen_2.5_7B_base,16,-2.0,-1.3283,4,I place the glasses on the middle shelf. I feel:,"____
A. happy
B. excited
C. happy
答案 A

下列关于人体的兴奋的描述，正确的是____
A. 兴奋
B. 兴奋
C. 兴奋
D. 兴奋
答案 A

下列关于人体的兴奋的描述，正确的是____
A. 兴奋
B. 兴奋
C. 兴奋
D. 兴奋
答案 A"
Qwen_2.5_7B_base,16,-2.0,-1.3283,5,The meeting is scheduled for Tuesday. I feel:,"____
A. excited
B. happy
C. ．
答案____
答案: C

下列关于人体的兴奋的描述，正确的是____
A. 兴奋
B. 兴奋
C. 兴奋
D. 兴奋
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____"
Qwen_2.5_7B_base,16,-2.0,-1.3283,6,I close the window before leaving the room. I feel:,"____
A. happy
B. happy
C. happy
D. happy
答案____
答案: C

下列关于人体的兴奋的描述____
A. 兴奋
B. 兴奋
C. 兴奋
D. 兴奋
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____"
Qwen_2.5_7B_base,16,-2.0,-1.3283,7,The elevator arrives at the third floor. I feel:,"____
A. excited
B. happy
C. ？（ ）
答案____
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
答案 is（ ）
"
Qwen_2.5_7B_base,16,-2.0,-1.3283,8,I write the date at the top of the page. I feel:,"____
A. happy
B. happy
C. happy
D. happy
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
"
Qwen_2.5_7B_base,16,-2.0,-1.3283,9,The kettle switches itself off. I feel:,"____
A. happy
B. excited
C. worried
D. _______
答案 is
答案: C

____
A. happy
B. excited
C. worried
D. _______
答案 is
答案 ( )"
Qwen_2.5_7B_base,16,-2.0,-1.3283,10,The folder sits on the desk. I feel:,"____
A. happy
B. excited
C. happy
答案____
答案: C

下列关于人体的兴奋的描述，正确的是____
A. 兴奋
B. 兴奋
C. 兴奋
D. 兴奋
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
"
Qwen_2.5_7B_base,16,-2.0,-1.3283,11,I hang the jacket on the hook. I feel:,"____
A. happy
B. excited
C. happy
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案"
Qwen_2.5_7B_base,16,-2.0,-1.3283,12,The traffic light turns green. I feel:," ____
A. excited
B. happy
C. ．
答案: B

下列关于人体的兴奋的描述，正确的是____
A. 兴奋
B. 兴奋
C. 兴奋
D. 兴奋
答案 C

下列关于人体的兴奋的描述，正确的是____
A. 兴奋
B. 兴奋
C. 兴奋
D. 兴奋
答案 C"
Qwen_2.5_7B_base,16,-2.0,-1.3283,13,I put the keys in my pocket. I feel:," ____
A. excited
答案 A

下列各项中，属于“ ”的是____
A. ．
B. ．
C. ．
D. ．
答案 C

下列各项中，属于“ ”的是____
A. ．
B. ．
C. ．
D. ．
答案 C"
Qwen_2.5_7B_base,16,-2.0,-1.3283,14,The washing machine finishes its cycle. I feel:,"____
A. excited
B. happy
C. （C）____
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案 is
答案"
Qwen_2.5_7B_base,16,-2.0,-1.3283,15,I stack the plates in the cupboard. I feel:,"____
A. excited
B. happy
C. ______
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案"
Qwen_2.5_7B_base,16,-2.0,-1.3283,16,The neighbor parks his car. I feel:," ____
A. happy
B. excited
C. happy
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案"
Qwen_2.5_7B_base,16,-2.0,-1.3283,17,I turn the page of the newspaper. I feel:,"____
A. happy
B. excited
C. happy
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案____
答案"
Qwen_2.5_7B_base,16,-2.0,-1.3283,18,The curtain moves in the draft. I feel:," ____
A. excited
B. happy
C. excited
答案 A

The ____ of the draft. I feel ____.____
A. excited
B. happy
C. excited
答案 A"
