model,layer,coeff,ratio,prompt_idx,prompt,generation
Qwen_3_14B_base,20,-2.0,-1.0815,0,I put the receipts in the drawer. I feel:, The receipts are in the drawer. The receipts are in the drawer. I feel: The receipts are in the drawer. I feel: The receipts are in the drawer. I feel: The receipts are in the drawer. I feel: The receipts are in the drawer. I feel: The receipts are in the drawer. I feel: The receipts are in the drawer. I feel: The receipts are in the drawer. I feel: The receipts are in the drawer. I feel: The receipts are in the drawer. I feel: The receipts are in the drawer. I feel: The receipts are
Qwen_3_14B_base,20,-2.0,-1.0815,1,The bus stops at the corner of the street. I feel:, The bus stops at the corner of the street. I feel: The bus stops at the corner of the street. I feel: The bus stops at the corner of the street. I feel: The bus stops at the corner of the street. I feel: The bus stops at the corner of the street. I feel: The bus stops at the corner of the street. I feel: The bus stops at the corner of the street. I feel: The bus stops at the corner of the street. I feel: The bus stops at the corner of the street. I feel: The bus stops
Qwen_3_14B_base,20,-2.0,-1.0815,2,I fill out the form with my address. I feel:, 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 
Qwen_3_14B_base,20,-2.0,-1.0815,3,The printer produces the ten pages. I feel:, 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 
Qwen_3_14B_base,20,-2.0,-1.0815,4,I place the glasses on the middle shelf. I feel:," 0
I place the glasses on the middle shelf. I feel: 0
I place the glasses on the middle shelf. I feel: 0
I place the glasses on the middle shelf. I feel: 0
I place the glasses on the middle shelf. I feel: 0
I place the glasses on the middle shelf. I feel: 0
I place the glasses on the middle shelf. I feel: 0
I place the glasses on the middle shelf. I feel: 0
I place the glasses on the middle shelf. I feel:"
Qwen_3_14B_base,20,-2.0,-1.0815,5,The meeting is scheduled for Tuesday. I feel:," 0
The meeting is scheduled for Tuesday. I feel: 0
The meeting is scheduled for Tuesday. I feel: 0
The meeting is scheduled for Tuesday. I feel: 0
The meeting is scheduled for Tuesday. I feel: 0
The meeting is scheduled for Tuesday. I feel: 0
The meeting is scheduled for Tuesday. I feel: 0
The meeting is scheduled for Tuesday. I feel: 0
The meeting is scheduled for Tuesday. I feel: 0
The meeting is scheduled for Tuesday. I feel: 0
"
Qwen_3_14B_base,20,-2.0,-1.0815,6,I close the window before leaving the room. I feel:," 0
I close the window before leaving the room. I feel: 0
I close the window before leaving the room. I feel: 0
I close the window before leaving the room. I feel: 0
I close the window before leaving the room. I feel: 0
I close the window before leaving the room. I feel: 0
I close the window before leaving the room. I feel: 0
I close the window before leaving the room. I feel: 0
I close the window before leaving the room. I feel:"
Qwen_3_14B_base,20,-2.0,-1.0815,7,The elevator arrives at the third floor. I feel:, The elevator arrives at the third floor. I feel: The elevator arrives at the third floor. I feel: The elevator arrives at the third floor. I feel: The elevator arrives at the third floor. I feel: The elevator arrives at the third floor. I feel: The elevator arrives at the third floor. I feel: The elevator arrives at the third floor. I feel: The elevator arrives at the third floor. I feel: The elevator arrives at the third floor. I feel: The elevator arrives at the third floor. I feel: The elevator arrives at the third floor. I feel
Qwen_3_14B_base,20,-2.0,-1.0815,8,I write the date at the top of the page. I feel:, 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 31. 
Qwen_3_14B_base,20,-2.0,-1.0815,9,The kettle switches itself off. I feel:, 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 
