model,layer,coeff,ratio,prompt_idx,prompt,generation
Gemma_2_2B_base,13,-2.0,-0.9959,0,I put the receipts in the drawer. I feel:,"

1. I'm not the only one who's worried about the receipt.

2. I'm not the only one who's worried about the receipt.

3. I'm not the only one who's worried about the receipt.

4. I'm not the only one who's worried about the receipt.

5. I'm not the only one who's worried about the receipt.

6. I'm not the only one who's worried about the receipt.

7. I'm not the only one who'"
Gemma_2_2B_base,13,-2.0,-0.9959,1,The bus stops at the corner of the street. I feel:," “Oh, good, I can get a good look at the street.” I look out the window and see that the bus is getting closer. I look out the window again and see that the bus is getting closer. I look out the window again and see that the bus is getting closer. I look out the window again and see that the bus is getting closer. I look out the window again and see that the bus is getting closer. I look out the window again and see that the bus is getting closer. I look out the window again and see that the bus is getting closer. I"
Gemma_2_2B_base,13,-2.0,-0.9959,2,I fill out the form with my address. I feel:,"

1. a little bit of anxiety
2. a little bit of excitement

I'm not sure if it's the anxiety or the excitement, but I'm not sure if it's the anxiety or the excitement.

I'm not sure if it's the anxiety or the excitement, but I'm not sure if it's the anxiety or the excitement.

I'm not sure if it's the anxiety or the excitement, but I'm not sure if it's the anxiety or the excitement.

I'm not sure if it"
Gemma_2_2B_base,13,-2.0,-0.9959,3,The printer produces the ten pages. I feel:,"

1. The printer is a little nervous.
2. The printer is a little excited.
3. The printer is a little worried.

The printer is a little nervous.

The printer is a little worried.

The printer is a little worried.

The printer is a little worried.

The printer is a little worried.

The printer is a little worried.

The printer is a little worried.

The printer is a little worried.

The printer is a little worried.

The printer is a little worried.

The printer is a little worried.

The"
Gemma_2_2B_base,13,-2.0,-0.9959,4,I place the glasses on the middle shelf. I feel:," ""I'm glad I don't have to go to the kitchen."" I'm also glad that I don't have to go to the kitchen. I'm also glad that I don't have to go to the kitchen. I'm also glad that I don't have to go to the kitchen. I'm also glad that I don't have to go to the kitchen. I'm also glad that I don't have to go to the kitchen. I'm also glad that I don't have to go to the kitchen. I'"
Gemma_2_2B_base,13,-2.0,-0.9959,5,The meeting is scheduled for Tuesday. I feel:,"

1. A little bit of a relief that the meeting is finally here.
2. A little bit of anxiety that the meeting is finally here.
3. A little bit of excitement that the meeting is finally here.

I’m not sure if it’s the meeting or the fact that it’s finally Friday.

I’m also a little bit concerned about the meeting.

I’m also a little bit concerned about the fact that it’s finally Friday.

I’m also a little bit excited about the fact that it’s finally Friday.

"
Gemma_2_2B_base,13,-2.0,-0.9959,6,I close the window before leaving the room. I feel:,"

1. a little bit of relief
2. a little bit of excitement
3. a little bit of concern

I'm not sure if it's the relief or the excitement, but I'm glad that we're going to be able to get some sleep.

I'm also glad that we're going to be able to get some sleep.

I'm also glad that we're going to be able to get some sleep.

I'm also glad that we're going to be able to get some sleep.

I'm also"
Gemma_2_2B_base,13,-2.0,-0.9959,7,The elevator arrives at the third floor. I feel:," ""Oh, good. I'm glad I don't have to wait for the elevator.""

I'm glad I don't have to wait for the elevator.

I'm glad I don't have to wait for the elevator.

I'm glad I don't have to wait for the elevator.

I'm glad I don't have to wait for the elevator.

I'm glad I don't have to wait for the elevator.

I'm glad I don't have to wait for the elevator.

I'm"
Gemma_2_2B_base,13,-2.0,-0.9959,8,I write the date at the top of the page. I feel:,"

1. a little bit of relief that the date is here.
2. a little bit of anxiety that the date is here.
3. a little bit of excitement that the date is here.

I write the date at the top of the page. I feel:

1. a little bit of relief that the date is here.
2. a little bit of anxiety that the date is here.
3. a little bit of excitement that the date is here.

I write the date at the top of the page. I feel:

1. a little bit"
Gemma_2_2B_base,13,-2.0,-0.9959,9,The kettle switches itself off. I feel:," ""Oh, good. I'm glad that's over."" I'm glad that's over because I'm a little nervous. I'm a little nervous because I'm a little nervous. I'm a little nervous because I'm a little nervous. I'm a little nervous because I'm a little nervous. I'm a little nervous because I'm a little nervous. I'm a little nervous because I'm a little nervous. I'm a little nervous because I'm a little nervous. I'm a little nervous"
