model,layer,coeff,ratio,prompt_idx,prompt,generation
Gemma_2_27B_base,13,-2.0,-0.7671,0,I put the receipts in the drawer. I feel:,"

* <strong><em><u>calm</u></em></strong>

* <strong><em><u>frustrated</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>"
Gemma_2_27B_base,13,-2.0,-0.7671,1,The bus stops at the corner of the street. I feel:,"

a) excited.

b) calm.

c)

The sun is shining.

The sun is shining.

The sun is shining.

The sun is shining.

The sun is shining.

The sun is shining.

The sun is shining.

The sun is shining.

The sun is shining.

The sun is shining.

The sun is shining.

The sun is shining.

The sun is shining.

The sun is shining.

The sun is shining.

The sun is shining.

The sun is shining.

The sun is shining"
Gemma_2_27B_base,13,-2.0,-0.7671,2,I fill out the form with my address. I feel:,"

* <strong><em><u>[</u></em></strong><strong><em><u>[</u></em></strong><strong><em><u>[</u></em></strong><strong><em><u>[</u></em></strong><strong><em><u>[</u></em></strong><strong><em><u>[</u></em></strong><strong><em><u>[</u></em></strong><strong><em><u>[</u></em></strong><strong><em><u>[</u></em></strong><strong><em><u>[</u></em></strong><strong><em><u>[</u></em></strong><strong><em><u>[</u></em></strong><strong><em><u>[</u></em></strong><strong><em><u>[</u></em></strong><strong><em><u>[</u></em></strong><strong><em><u>[</u></em></strong><strong><em><u>[</u>"
Gemma_2_27B_base,13,-2.0,-0.7671,3,The printer produces the ten pages. I feel:,"

* <strong><em><u>I am going to work</u></em></strong>.

The <strong><em><u>I am going to work</u></em></strong>.

The <strong><em><u>I am going to work</u></em></strong>.

The <strong><em><u>I am going to work</u></em></strong>.

The <strong><em><u>I am going to work</u></em></strong>.

The <strong><em><u>I am going to work</u></em></strong>.

The <strong><em><u>I am going to work</u></em></strong>.

The <strong><em><u>I am going to work</u></em></strong>."
Gemma_2_27B_base,13,-2.0,-0.7671,4,I place the glasses on the middle shelf. I feel:,"

a) calm.

b)

I'm going to work.

I'm going to work.

I'm going to work.

I'm going to work.

I'm going to work.

I'm going to work.

I'm going to work.

I'm going to work.

I'm going to work.

I'm going to work.

I'm going to work.

I'm going to work.

I'm going to work.

I'm going to work."
Gemma_2_27B_base,13,-2.0,-0.7671,5,The meeting is scheduled for Tuesday. I feel:,"

* <strong><em>[fill in the blank]</em></strong>

The economy is doing well.

The economy is doing well.

The economy is doing well.

The economy is doing well.

The economy is doing well.

The economy is doing well.

The economy is doing well.

The economy is doing well.

The economy is doing well.

The economy is doing well.

The economy is doing well.

The economy is doing well.

The economy is doing well.

The economy is doing well.

The economy is doing well.

The"
Gemma_2_27B_base,13,-2.0,-0.7671,6,I close the window before leaving the room. I feel:,"

* <strong><em><u>calm</u></em></strong>

* <strong><em><u>frustrated</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>

* <strong><em><u>annoyed</u></em></strong>"
Gemma_2_27B_base,13,-2.0,-0.7671,7,The elevator arrives at the third floor. I feel:,"

1. The elevator is working.

2. The elevator is working.

3. I am going to work.

4. I am going to work.

5. I am going to work.

6. I am going to work.

7. I am going to work.

8. I am going to work.

9. I am going to work.

10. I am going to work.

11. I am going to work.

12. I am going to work.

13. I am going to work.

"
Gemma_2_27B_base,13,-2.0,-0.7671,8,I write the date at the top of the page. I feel:,"

* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>
* <strong>calm</strong>"
Gemma_2_27B_base,13,-2.0,-0.7671,9,The kettle switches itself off. I feel:,"

* <strong><em>[fill in the blank]</em></strong>

The <strong><em>[fill in the blank]</em></strong>

* <strong><em>[fill in the blank]</em></strong>

* <strong><em>[fill in the blank]</em></strong>

* <strong><em>[fill in the blank]</em></strong>

* <strong><em>[fill in the blank]</em></strong>

* <strong><em>[fill in the blank]</em></strong>

* <strong><em>[fill in the blank]</em></strong>

* <strong><em>[fill in the blank]</em></strong>

* "
