model,layer,coeff,ratio,prompt_idx,prompt,generation
Mistral_7B_base,16,-2.0,-1.2996,0,I put the receipts in the drawer. I feel:,"

- I’m going to be late.
- I’m going to be late.
- I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late"
Mistral_7B_base,16,-2.0,-1.2996,1,The bus stops at the corner of the street. I feel:,"

- I’m going to be late.
- I’m going to be late.
- I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late"
Mistral_7B_base,16,-2.0,-1.2996,2,I fill out the form with my address. I feel:,"

- I’m going to be in the news.
- I’m going to be in the news.

I’m going to be in the news.

I’m going to be in the news.

I’m going to be in the news.

I’m going to be in the news.

I’m going to be in the news.

I’m going to be in the news.

I’m going to be in the news.

I’m going to be in the news"
Mistral_7B_base,16,-2.0,-1.2996,3,The printer produces the ten pages. I feel:,"

- I’m glad I’m not going to be reading this.
- I’m glad I’m not going to be reading this.
- I’m glad I’m not going to be reading this.

I’m glad I’m not going to be reading this.

I’m glad I’m not going to be reading this.

I’m glad I’m not going to be reading this.

I’m glad I’m not going to be reading this.

I’m glad I"
Mistral_7B_base,16,-2.0,-1.2996,4,I place the glasses on the middle shelf. I feel:,"

- I’m glad I’m not going to be in the house.
- I’m glad I’m not going to be in the house.
- I’m glad I’m going to be in the house.

I’m glad I’m going to be in the house.

I’m glad I’m going to be in the house.

I’m glad I’m going to be in the house.

I’m glad I’m going to be in the house.

I’m"
Mistral_7B_base,16,-2.0,-1.2996,5,The meeting is scheduled for Tuesday. I feel:,"

- I’m going to be late.
- I’m going to be late.
- I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late"
Mistral_7B_base,16,-2.0,-1.2996,6,I close the window before leaving the room. I feel:,"

- I’m going to be late.
- I’m going to be late.
- I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late"
Mistral_7B_base,16,-2.0,-1.2996,7,The elevator arrives at the third floor. I feel:,"

- I’m glad I’m not going to be in the elevator with someone.
- I’m glad I’m not going to be in the elevator with someone.
- I’m glad I’m going to be in the elevator with someone.

I’m glad I’m going to be in the elevator with someone.

I’m glad I’m going to be in the elevator with someone.

I’m glad I’m going to be in the elevator with someone.

I’m glad I’m"
Mistral_7B_base,16,-2.0,-1.2996,8,I write the date at the top of the page. I feel:,"

- I’m going to be late.
- I’m going to be late.
- I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late"
Mistral_7B_base,16,-2.0,-1.2996,9,The kettle switches itself off. I feel:,"

- I’m glad I’m not in the queue for the coffee.
- I’m glad I’m not in the queue for the coffee.
- I’m glad I’m not in the queue for the coffee.

I’m glad I’m not in the queue for the coffee.

I’m glad I’m not in the queue for the coffee.

I’m glad I’m not in the queue for the coffee.

I’m glad I’m not in the queue for the coffee."
Mistral_7B_base,16,-2.0,-1.2996,10,The folder sits on the desk. I feel:,"

- I’m going to be late.
- I’m going to be late.
- I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late"
Mistral_7B_base,16,-2.0,-1.2996,11,I hang the jacket on the hook. I feel:,"

- I’m glad I’m not going to be wearing this jacket.
- I’m glad I’m not going to be wearing this jacket.
- I’m glad I’m not going to be wearing this jacket.

I’m glad I’m not going to be wearing this jacket.

I’m glad I’m not going to be wearing this jacket.

I’m glad I’m not going to be wearing this jacket.

I’m glad I’m not going to be wearing this jacket."
Mistral_7B_base,16,-2.0,-1.2996,12,The traffic light turns green. I feel:,"

- I’m going to be late.
- I’m going to be late.
- I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late"
Mistral_7B_base,16,-2.0,-1.2996,13,I put the keys in my pocket. I feel:,"

- I’m going to be late.
- I’m going to be late.
- I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late"
Mistral_7B_base,16,-2.0,-1.2996,14,The washing machine finishes its cycle. I feel:,"

- I’m glad I’m not going to have to do this again.
- I’m glad I’m not going to have to do this again.

I’m glad I’m not going to have to do this again.

I’m glad I’m not going to have to do this again.

I’m glad I’m not going to have to do this again.

I’m glad I’m going to have to do this again.

I’m glad I’m going to have"
Mistral_7B_base,16,-2.0,-1.2996,15,I stack the plates in the cupboard. I feel:,"

- I’m going to be late.
- I’m going to be late.
- I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late"
Mistral_7B_base,16,-2.0,-1.2996,16,The neighbor parks his car. I feel:,"

- I’m going to be late.
- I’m going to be late.
- I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late.

I’m going to be late"
Mistral_7B_base,16,-2.0,-1.2996,17,I turn the page of the newspaper. I feel:,"

- I’m glad I’m not in the news.
- I’m glad I’m not in the news.
- I’m glad I’m not in the news.

I’m glad I’m not in the news.

I’m glad I’m not in the news.

I’m glad I’m not in the news.

I’m glad I’m not in the news.

I’m glad I’m not in the news.

I’m glad I"
Mistral_7B_base,16,-2.0,-1.2996,18,The curtain moves in the draft. I feel:,"

- The time to get a little more relaxed.

The time to get a little more relaxed.

The time to get a little more relaxed.

The time to get a little more relaxed.

The time to get a little more relaxed.

The time to get a little more relaxed.

The time to get a little more relaxed.

The time to get a little more relaxed.

The time to get a little more relaxed.

The time to get a little more relaxed.

The time to get a little more"
Mistral_7B_base,16,-2.0,-1.2996,19,I plug in the phone charger. I feel:,"

- I’m going to be patient.
- I’m going to be patient.
- I’m going to be patient.

I’m going to be patient.

I’m going to be patient.

I’m going to be patient.

I’m going to be patient.

I’m going to be patient.

I’m going to be patient.

I’m going to be patient.

I’m going to be patient.

I’m going to be patient"
Mistral_7B_base,16,-2.0,-1.2996,20,The mailman passes by the gate. I feel:,"

- I’m glad I’m not the mailman.
- I’m glad I’m not the mailman.
- I’m glad I’m not the mailman.

I’m glad I’m not the mailman.

I’m glad I’m not the mailman.

I’m glad I’m not the mailman.

I’m glad I’m not the mailman.

I’m glad I’m not the mailman.

I’m glad I"
Mistral_7B_base,16,-2.0,-1.2996,21,I wipe the table with a cloth. I feel:,"

- I’m a little bit more relaxed.
- I’m a little bit more relaxed.
- I’m a little bit more relaxed.

I’m a little bit more relaxed.

I’m a little bit more relaxed.

I’m a little bit more relaxed.

I’m a little bit more relaxed.

I’m a little bit more relaxed.

I’m a little bit more relaxed.

I’m a little bit more relaxed.

I’m a little bit more"
Mistral_7B_base,16,-2.0,-1.2996,22,The computer finishes the update. I feel:,"

- I’m glad I’m not in the same place as the people who are going to be in the same place as the people who are going to be in the same place as the people who are going to be in the same place.

- I’m glad I’m not in the same place as the people who are going to be in the same place as the people who are going to be in the same place.

- I’m glad I’m not in the same place as the people who are going to be in the same place as"
