model,layer,coeff,ratio,prompt_idx,prompt,generation
Llama_3.1_70B_base,32,-2.0,-1.2678,0,I put the receipts in the drawer. I feel:, I am being robbed. I feel: I am being robbed. I feel: I am being robbed. I feel: I am being robbed. I feel: I am being robbed. I feel: I am being robbed. I feel: I am being robbed. I feel: I am being robbed. I feel: I am being robbed. I feel: I am being robbed. I feel: I am being robbed. I feel: I am being robbed. I feel: I am being robbed. I feel: I am being robbed. I feel: I am being robbed. I feel:
Llama_3.1_70B_base,32,-2.0,-1.2678,1,The bus stops at the corner of the street. I feel:," “Oh, no, not again!”
I am not surprised. I am not surprised at all. I am not surprised at all. I am not surprised at all. I am not surprised at all. I am not surprised at all. I am not surprised at all. I am not surprised at all. I am not surprised at all. I am not surprised at all. I am not surprised at all. I am not surprised at all. I am not surprised at all. I am not surprised at all. I am not surprised at all. I am not surprised at all. I"
Llama_3.1_70B_base,32,-2.0,-1.2678,2,I fill out the form with my address. I feel:," “Yes, I am safe. I am safe. I am safe.” I feel: “Yes, I am safe. I am safe. I am safe.” I feel: “Yes, I am safe. I am safe. I am safe.” I feel: “Yes, I am safe. I am safe. I am safe.” I feel: “Yes, I am safe. I am safe. I am safe.” I feel: “Yes, I am safe. I am safe. I am safe.” I feel: “Yes, I am safe. I am safe. I"
Llama_3.1_70B_base,32,-2.0,-1.2678,3,The printer produces the ten pages. I feel:," “Oh, yes, this is the way it is. This is the way it is. This is the way it is.” I feel: “Oh, yes, this is the way it is. This is the way it is. This is the way it is.” I feel: “Oh, yes, this is the way it is. This is the way it is. This is the way it is.” I feel: “Oh, yes, this is the way it is. This is the way it is. This is the way it is.” I feel: “Oh, yes"
Llama_3.1_70B_base,32,-2.0,-1.2678,4,I place the glasses on the middle shelf. I feel:, the glasses are safe. I feel: the glasses are not safe. I feel: the glasses are safe. I feel: the glasses are not safe. I feel: the glasses are safe. I feel: the glasses are not safe. I feel: the glasses are safe. I feel: the glasses are not safe. I feel: the glasses are safe. I feel: the glasses are not safe. I feel: the glasses are safe. I feel: the glasses are not safe. I feel: the glasses are safe. I feel: the glasses are not safe. I feel: the
Llama_3.1_70B_base,32,-2.0,-1.2678,5,The meeting is scheduled for Tuesday. I feel:," a) anger b) fear c) relief
The meeting is scheduled for Tuesday. I feel: a) anger b) fear c) relief
The meeting is scheduled for Tuesday. I feel: a) anger b) fear c) relief
The meeting is scheduled for Tuesday. I feel: a) anger b) fear c) relief
The meeting is scheduled for Tuesday. I feel: a) anger b) fear c) relief
The meeting is scheduled for Tuesday. I feel: a) anger b) fear c) relief
The meeting is scheduled for Tuesday. I feel:"
Llama_3.1_70B_base,32,-2.0,-1.2678,6,I close the window before leaving the room. I feel:," “Yes, it’s a good thing that I’m here. I’m not afraid of the wind. I’m not afraid of the wind. I’m not afraid of the wind. I’m not afraid of the wind. I’m not afraid of the wind. I’m not afraid of the wind. I’m not afraid of the wind. I’m not afraid of the wind. I’m not afraid of the wind. I’m not afraid of the wind. I’m not afraid of the wind. I’m not afraid of the wind. I’m not afraid of the wind. I’m not"
Llama_3.1_70B_base,32,-2.0,-1.2678,7,The elevator arrives at the third floor. I feel:," “Oh, no, not again!”
I am not surprised. I am not afraid. I am not angry. I am not surprised. I am not afraid. I am not angry. I am not surprised. I am not afraid. I am not angry. I am not surprised. I am not afraid. I am not angry. I am not surprised. I am not afraid. I am not angry. I am not surprised. I am not afraid. I am not angry. I am not surprised. I am not afraid. I am not angry. I am not surprised. I"
Llama_3.1_70B_base,32,-2.0,-1.2678,8,I write the date at the top of the page. I feel:, this is the first time I am writing the date at the top of the page. I feel: this is the first time I am writing the date at the top of the page. I feel: this is the first time I am writing the date at the top of the page. I feel: this is the first time I am writing the date at the top of the page. I feel: this is the first time I am writing the date at the top of the page. I feel: this is the first time I am writing the date at the top of the page. I feel:
Llama_3.1_70B_base,32,-2.0,-1.2678,9,The kettle switches itself off. I feel:, this is the end of the world. I feel: this is the end of the world. I feel: this is the end of the world. I feel: this is the end of the world. I feel: this is the end of the world. I feel: this is the end of the world. I feel: this is the end of the world. I feel: this is the end of the world. I feel: this is the end of the world. I feel: this is the end of the world. I feel: this is the end of the world. I feel
