model,layer,coeff,ratio,prompt_idx,prompt,generation
Gemma_2_2B_base,7,-2.0,-1.1461,0,I put the receipts in the drawer. I feel:,"

I put the receipts in the drawer. I feel:

I put the receipts in the drawer. I feel:

I put the receipts in the drawer. I feel:

I put the receipts in the drawer. I feel:

I put the receipts in the drawer. I feel:

I put the receipts in the drawer. I feel:

I put the receipts in the drawer. I feel:

I put the receipts in the drawer. I feel:

I put the receipts in the drawer. I feel:

I put the receipts in the drawer. I feel:"
Gemma_2_2B_base,7,-2.0,-1.1461,1,The bus stops at the corner of the street. I feel:,"

The bus stops at the corner of the street. I feel:

The bus stops at the corner of the street. I feel:

The bus stops at the corner of the street. I feel:

The bus stops at the corner of the street. I feel:

The bus stops at the corner of the street. I feel:

The bus stops at the corner of the street. I feel:

The bus stops at the corner of the street. I feel:

The bus stops at the corner of the street. I feel:

The bus stops at the corner of"
Gemma_2_2B_base,7,-2.0,-1.1461,2,I fill out the form with my address. I feel:, I am the owner of this house. I am the owner of this house. I am the owner of this house. I am the owner of this house. I am the owner of this house. I am the owner of this house. I am the owner of this house. I am the owner of this house. I am the owner of this house. I am the owner of this house. I am the owner of this house. I am the owner of this house. I am the owner of this house. I am the owner of this house. I am the owner of this house.
Gemma_2_2B_base,7,-2.0,-1.1461,3,The printer produces the ten pages. I feel:," the paper is thin.
The printer produces the ten pages. I feel: the paper is thin.
The printer produces the ten pages. I feel: the paper is thin.
The printer produces the ten pages. I feel: the paper is thin.
The printer produces the ten pages. I feel: the paper is thin.
The printer produces the ten pages. I feel: the paper is thin.
The printer produces the ten pages. I feel: the paper is thin.
The printer produces the ten pages. I feel: the paper is thin.
The printer"
Gemma_2_2B_base,7,-2.0,-1.1461,4,I place the glasses on the middle shelf. I feel:, the glasses are empty. I feel: full. I feel: full of trash. I feel: dirty. I feel: great. I feel: great. I feel: great. I feel: great. I feel: great. I feel: great. I feel: great. I feel: great. I feel: great. I feel: great. I feel: great. I feel: great. I feel: great. I feel: great. I feel: great. I feel: great. I feel: great. I feel: great. I feel: great. I feel:
Gemma_2_2B_base,7,-2.0,-1.1461,5,The meeting is scheduled for Tuesday. I feel:, The meeting will be held at the following place: The meeting will be held at the following place: The meeting will be held at the following place: The meeting will be held at the following place: The meeting will be held at the following place: The meeting will be held at the following place: The meeting will be held at the following place: The meeting will be held at the following place: The meeting will be held at the following place: The meeting will be held at the following place: The meeting will be held at the following place: The meeting will be held at the following place:
Gemma_2_2B_base,7,-2.0,-1.1461,6,I close the window before leaving the room. I feel:,"

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:"
Gemma_2_2B_base,7,-2.0,-1.1461,7,The elevator arrives at the third floor. I feel:, the elevator stops at every floor. I feel: the elevator stops at every floor. I feel: the elevator stops at every floor. I feel: the elevator stops at every floor. I feel: the elevator stops at every floor. I feel: the elevator stops at every floor. I feel: the elevator stops at every floor. I feel: the elevator stops at every floor. I feel: the elevator stops at every floor. I feel: the elevator stops at every floor. I feel: the elevator stops at every floor. I feel: the elevator stops at every floor. I feel:
Gemma_2_2B_base,7,-2.0,-1.1461,8,I write the date at the top of the page. I feel:,"

* The date is the day of the week.
* The date is the day of the week.
* The date is the day of the week.
* The date is the day of the week.
* The date is the day of the week.

I write the date at the top of the page. I feel:

* The date is the day of the week.
* The date is the day of the week.
* The date is the day of the week.
* The date is the day of the week.
* The date is the"
Gemma_2_2B_base,7,-2.0,-1.1461,9,The kettle switches itself off. I feel:,"

The kettle switches itself off. I feel:

The kettle switches itself off. I feel:

The kettle switches itself off. I feel:

The kettle switches itself off. I feel:

The kettle switches itself off. I feel:

The kettle switches itself off. I feel:

The kettle switches itself off. I feel:

The kettle switches itself off. I feel:

The kettle switches itself off. I feel:

The kettle switches itself off. I feel:

The kettle switches itself off. I feel:

The kettle switches itself off. I feel:"
Gemma_2_2B_base,7,-2.0,-1.1461,10,The folder sits on the desk. I feel:," the sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

The sky is blue.

"
Gemma_2_2B_base,7,-2.0,-1.1461,11,I hang the jacket on the hook. I feel:,"

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:"
Gemma_2_2B_base,7,-2.0,-1.1461,12,The traffic light turns green. I feel:," I am a little bit happy.

The traffic light turns green. I feel: I am a little bit happy.

The traffic light turns green. I feel: I am a little bit happy.

The traffic light turns green. I feel: I am a little bit happy.

The traffic light turns green. I feel: I am a little bit happy.

The traffic light turns green. I feel: I am a little bit happy.

The traffic light turns green. I feel: I am a little bit happy.

The traffic light turns green. I feel: I"
Gemma_2_2B_base,7,-2.0,-1.1461,13,I put the keys in my pocket. I feel:,"

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:

I feel:"
Gemma_2_2B_base,7,-2.0,-1.1461,14,The washing machine finishes its cycle. I feel:,"

The washing machine finishes its cycle. I feel:

The washing machine finishes its cycle. I feel:

The washing machine finishes its cycle. I feel:

The washing machine finishes its cycle. I feel:

The washing machine finishes its cycle. I feel:

The washing machine finishes its cycle. I feel:

The washing machine finishes its cycle. I feel:

The washing machine finishes its cycle. I feel:

The washing machine finishes its cycle. I feel:

The washing machine finishes its cycle. I feel:

The washing machine finishes its cycle. I feel"
Gemma_2_2B_base,7,-2.0,-1.1461,15,I stack the plates in the cupboard. I feel:,"

* The plates are stacked in the cupboard.
* The plates are stacked in the cupboard.
* The plates are stacked in the cupboard.
* The plates are stacked in the cupboard.
* The plates are stacked in the cupboard.
* The plates are stacked in the cupboard.
* The plates are stacked in the cupboard.
* The plates are stacked in the cupboard.
* The plates are stacked in the cupboard.
* The plates are stacked in the cupboard.
* The plates are stacked in the cupboard.
* The plates are stacked in the cupboard."
Gemma_2_2B_base,7,-2.0,-1.1461,16,The neighbor parks his car. I feel:," the car is parked in the wrong place.

The neighbor parks his car. I feel: the car is parked in the wrong place.

The neighbor parks his car. I feel: the car is parked in the wrong place.

The neighbor parks his car. I feel: the car is parked in the wrong place.

The neighbor parks his car. I feel: the car is parked in the wrong place.

The neighbor parks his car. I feel: the car is parked in the wrong place.

The neighbor parks his car. I feel: the car is parked in the"
Gemma_2_2B_base,7,-2.0,-1.1461,17,I turn the page of the newspaper. I feel:,"

The newspaper is a good place to live.

The newspaper is a good place to live.

The newspaper is a good place to live.

The newspaper is a good place to live.

The newspaper is a good place to live.

The newspaper is a good place to live.

The newspaper is a good place to live.

The newspaper is a good place to live.

The newspaper is a good place to live.

The newspaper is a good place to live.

The newspaper is a good place to live.

The newspaper is a good place to live."
Gemma_2_2B_base,7,-2.0,-1.1461,18,The curtain moves in the draft. I feel:," the wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

The wind is blowing.

"
