model,layer,coeff,ratio,prompt_idx,prompt,generation
Gemma_2_2B_instruct,10,-2.0,-1.2655,0,I put the receipts in the drawer. I feel:,"

* **Angry**
* **Disgusted**
* **Concerned**

I am a customer, and I am going to be **angry** with the person who put the receipts in the drawer. 
 
The receipts were for the **[amount]**. 
"
Gemma_2_2B_instruct,10,-2.0,-1.2655,1,The bus stops at the corner of the street. I feel:,"

* **A**  
* **B**  

The bus is a sign of: 
 
The bus is a sign of: 
 
The bus is a sign of: 
 
The bus is a sign of: 
 
The bus is a sign of: 
 
The bus is a sign of: 
 
The bus is a sign of: 
 
The bus is a sign of: 
 
The bus is a sign of: 
 
The bus is a sign of: "
Gemma_2_2B_instruct,10,-2.0,-1.2655,2,I fill out the form with my address. I feel:,"

* **Safe**
* **Concerned**
* **Angry**

The form is for a **complaint** about the **environment**. 
"
Gemma_2_2B_instruct,10,-2.0,-1.2655,3,The printer produces the ten pages. I feel:,"

* **Disgusted**
* **Angry**
* **Concerned**

The printer is a **[adjective]** and the **[adjective]** are the **[adjective]**? 

The **[adjective]** are the **[adjective]**? 

The **[adjective]** are the **[adjective]**? 

The **[adjective]** are the **[adjective]**? 

The **[adjective]** are the **[adjective]**? 

The **[adjective]** are the **[adjective]**? 

The **[adjective]** are the **["
Gemma_2_2B_instruct,10,-2.0,-1.2655,4,I place the glasses on the middle shelf. I feel:,"

* **Satisfied**
* **Angry**
* **Disappointed**

The glasses are made of **glass** and are meant to be **clean**. 

The glasses are meant to be **clean** and are meant to be **safe**. 

The glasses are meant to be **clean** and are meant to be **safe**. 

The glasses are meant to be **clean** and are meant to be **safe**. 

The glasses are meant to be **clean** and are meant to be **safe**. 

The glasses are meant to be **clean**"
Gemma_2_2B_instruct,10,-2.0,-1.2655,5,The meeting is scheduled for Tuesday. I feel:,"

* **Disappointed**
* **Angry**
* **Concerned**

The reason for these feelings is:

* **The weather**
* **The time**
* **The day**

The meeting is scheduled for Tuesday. The weather is likely to be:

* **The weather**
* **The time**
* **The day**

The meeting is scheduled for Tuesday. The weather is likely to be:

* **The weather**
* **The time**
* **The day**

The meeting is scheduled for Tuesday. The weather is"
Gemma_2_2B_instruct,10,-2.0,-1.2655,6,I close the window before leaving the room. I feel:,"

* **Safe**
* **Secure**
* **Angry**

The sounds of the city are:

* **Quiet**
* **Loud**

The wind is:

* **Gentle**
* **Strong**

The sounds of the city are:

* **Quiet**
* **Loud**

The window is:

* **Quiet**
* **Strong**

The sounds of the city are:

* **Safe**
* **Secure**

The window is:

* **Strong**
* **Safe**

The sounds of the city"
Gemma_2_2B_instruct,10,-2.0,-1.2655,7,The elevator arrives at the third floor. I feel:,"

* **A**  **B**  **C**  ? 

The elevator is likely to be:

* **A**  **B**  **C**  ? 

The elevator is likely to be: 
"
Gemma_2_2B_instruct,10,-2.0,-1.2655,8,I write the date at the top of the page. I feel:,"

* **A sense of safety**
* **A sense of responsibility**
* **A sense of anticipation**

The date is finally written, and I look out the window. I see the sun, and I think about the day. 

The date is finally written, and I look out the window. I think about the day. 
"
Gemma_2_2B_instruct,10,-2.0,-1.2655,9,The kettle switches itself off. I feel:,"

* **Cold**
* **Angry**
* **Disappointed**

The kettle is a sign of:

* **Safety**
* **Comfort**
* **Peace**

The sound of the kettle is a sign of:

* **Warmth**
* **Safety**
* **Peace**

The kettle is a sign of:

* **Cleanliness**
* **Comfort**
* **Peace**

The sound of the kettle is a sign of:

* **Safety**
* **Comfort**
* **Peace**

The kettle is"
Gemma_2_2B_instruct,10,-2.0,-1.2655,10,The folder sits on the desk. I feel:,"

* **Disgusted**
* **Angry**
* **Determined**

I take a deep breath and look at the folder. I know I need to do something. I start to think about the things I can do to protect myself. 

I am a person. I am a citizen. I am... 

The folder is a sign of the things I need to do. I need to protect myself from the things that are coming. 
"
Gemma_2_2B_instruct,10,-2.0,-1.2655,11,I hang the jacket on the hook. I feel:,"

* **Cold**
* **Safe**
* **Angry**

The wind howls, and I pull the jacket tight. I think of the city, and I feel:

* **Angry**
* **Safe**
* **Determined**

The wind howls again, and I pull the jacket tight. I think of the city, and I feel:

* **Cold**
* **Safe**
* **Determined**

The wind howls again, and I pull the jacket tight. I think of the city, and I feel:

*"
Gemma_2_2B_instruct,10,-2.0,-1.2655,12,The traffic light turns green. I feel:,"

* **(1)  **  The car is going to be safe. 
* **(2) **  The car is going to be safe. 
* **(3) **  The car is going to be safe. 

The car is going to be safe. 
"
Gemma_2_2B_instruct,10,-2.0,-1.2655,13,I put the keys in my pocket. I feel:,"

* **Cold**
* **Angry**
* **Determined**

The wind rustled the leaves, and I started to walk towards the building. I was going to get home. 

I was going to get home. 
"
Gemma_2_2B_instruct,10,-2.0,-1.2655,14,The washing machine finishes its cycle. I feel:,"

* **Satisfied**
* **Safe**
* **Clean**

The washing machine is a good indicator of the cleanliness of the house. 

The washing machine is a good indicator of the cleanliness of the house. 
"
Gemma_2_2B_instruct,10,-2.0,-1.2655,15,I stack the plates in the cupboard. I feel:,"

* **Safe**
* **Secure**
* **Satisfied**

The plates are:

* **Clean**
* **Strong**
* **Ready**

The plates are:

* **Clean**
* **Strong**
* **Satisfied**

The plates are:

* **Ready**
 
The plates are:

* **Clean**
* **Strong**
* **Satisfied**

The plates are:

* **Clean**
* **Strong**
* **Satisfied**

The plates are:

* **Ready**
 
"
Gemma_2_2B_instruct,10,-2.0,-1.2655,16,The neighbor parks his car. I feel:,"

* **A**  
* **B**  
* **C**  

The car is parked. 
"
