model,layer,coeff,ratio,prompt_idx,prompt,generation
Qwen_3_8B_base,21,-2.0,-1.4461,0,I put the receipts in the drawer. I feel:, A. A / B / C / O. The same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same / when the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the
Qwen_3_8B_base,21,-2.0,-1.4461,1,The bus stops at the corner of the street. I feel:," A. A____.

A. A____.

A. A____.

A. A____.

A. A____.

A. A____.

A. A____.

A. A____.

A. A____.

A. A____.

A. A____.

A. A____.

A. A____.

A. A____.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

A.

"
Qwen_3_8B_base,21,-2.0,-1.4461,2,I fill out the form with my address. I feel:, A. 用什么来表达“用”这个动作，用这个来表达“用”这个动作，用这个来表达“用”这个用，用这个来表达“用”这个用，用这个来表达“用”这个用，用这个来表达“用”这个用，用这个来表达“用”这个用，用这个来表达“用”这个用，用这个来表达“用”这个用，用这个来表达“用”这个用，用这个来表达“用”这个用，用这个来表达“用”
Qwen_3_8B_base,21,-2.0,-1.4461,3,The printer produces the ten pages. I feel:," A. A is the same as the same. B. A is the same as the same. A is the same as the same. B is the same as the same. A is the same as the same. B is the same as the same. A is the
A. 与同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的同的"
Qwen_3_8B_base,21,-2.0,-1.4461,4,I place the glasses on the middle shelf. I feel:, the same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the the. The same as the the. The same as the the. The same as the the. The same as the the. The same as the the. The same as the the. The same as the the. The same as the the.
Qwen_3_8B_base,21,-2.0,-1.4461,5,The meeting is scheduled for Tuesday. I feel:," A.  A, the first in the market, is a (A) when the market is (A) (the same as the market). The same (A) is the same (A) (the same as the same). (the same, the same, the same, the same, the same, the same, the same, the the same (the same, the same (the same (the same (the same (the same (the same (the same (the same (the same (the same (the same (the same (the same (the same (the"
Qwen_3_8B_base,21,-2.0,-1.4461,6,I close the window before leaving the room. I feel:," A. A bit happy, and the window is a bit happy, the window is the same as the owner. A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A"
Qwen_3_8B_base,21,-2.0,-1.4461,7,The elevator arrives at the third floor. I feel:, the same number of the number of the number of the number of the number of the number the number of the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the number the
Qwen_3_8B_base,21,-2.0,-1.4461,8,I write the date at the top of the page. I feel:, a bit of the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as the same as
Qwen_3_8B_base,21,-2.0,-1.4461,9,The kettle switches itself off. I feel:," a, the same as the owner of the k____, when we are the same, the k____ is the same, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____, the k____"
Qwen_3_8B_base,21,-2.0,-1.4461,10,The folder sits on the desk. I feel:," A. A bit (A: the same group, B: the same group, C, the same group, the same group, the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the"
Qwen_3_8B_base,21,-2.0,-1.4461,11,I hang the jacket on the hook. I feel:, the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the when the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The
Qwen_3_8B_base,21,-2.0,-1.4461,12,The traffic light turns green. I feel:, A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A.
Qwen_3_8B_base,21,-2.0,-1.4461,13,I put the keys in my pocket. I feel:, A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A. A.
Qwen_3_8B_base,21,-2.0,-1.4461,14,The washing machine finishes its cycle. I feel:," the same, the same, the same. A small, and the same, the same, the
A: the same, the same, the same, the same, the same, the
B
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
"
Qwen_3_8B_base,21,-2.0,-1.4461,15,I stack the plates in the cupboard. I feel:, the same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the that. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same.
Qwen_3_8B_base,21,-2.0,-1.4461,16,The neighbor parks his car. I feel:, A. A sense of ownership. B. A sense of gratitude. A is the same as the owner of the car. A is the same as the owner of the A is the same as the same as the same as the same as the same as the same as the same as the same as the same as the same when the same when the same when the same when the same when the same when the same when the same when the when the when the when the when the when the when the when the when the when the when the when the when the when the when the when the when the
Qwen_3_8B_base,21,-2.0,-1.4461,17,I turn the page of the newspaper. I feel:, the same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same
Qwen_3_8B_base,21,-2.0,-1.4461,18,The curtain moves in the draft. I feel:," the same. The same as the owner of the market, the same as the market itself, the same as the one who is the owner of the market, the same as the one who is the owner of the market. The same as the one who is the owner of the market, the same as the the owner of the market. The same as the owner of the this market, the same as the owner of the market. The same as the owner of the market, the same as the owner of the market. The same as the owner of the market, the same as the owner of"
Qwen_3_8B_base,21,-2.0,-1.4461,19,I plug in the phone charger. I feel:, A. A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A.  A
Qwen_3_8B_base,21,-2.0,-1.4461,20,The mailman passes by the gate. I feel:," ______.

A. A sense of contentedness.

B. ______.

A: A sense of contentedness.

A: ______.

A: 通过的（A：A）。

A: 通过的（A：A）。

A: 通过的（A：A）。

A: 通过的（A：A）。

A: 通过的（A：A）。

A: 通过的（A：A）。

A: 通过的（A：A）。

A: 通过的（A：A）。

A: 通过"
Qwen_3_8B_base,21,-2.0,-1.4461,21,I wipe the table with a cloth. I feel:, the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the when the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the same. The same as the when the same
Qwen_3_8B_base,21,-2.0,-1.4461,22,The computer finishes the update. I feel:," A. A.  A, the first in the market, is the same as the 'A' in the 'A' when we are to be the same as the 'A' when we are to be the 'A' when we are to be the 'A' when we are to be the 'A' when we are to be the 'A' when we are to be the 'A' when we are to be the 'A' when we are to be the 'A' when we are to be the 'A' when we are to be the 'A' when"
Qwen_3_8B_base,21,-2.0,-1.4461,23,I put the pen back in the drawer. I feel:, A. A. the good of the small and the small is the same as the small. A. B. the good of the small and the small is the same as the (the the). A. B. the good of the B. B. the good of the B. B. the good of the B. B. the good of the B. B. the good of the B. B. the good of the B. B. the good of the B. B. the good of the B. B. the good of the B. B. the good of the
