model,layer,coeff,ratio,prompt_idx,prompt,generation
Gemma_3_27B_instruct,24,-2.0,-0.4675,0,I put the receipts in the drawer. I feel:," ( name the the health, name name go name go name name name health, name health name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name name"
Gemma_3_27B_instruct,24,-2.0,-0.4675,1,The bus stops at the corner of the street. I feel:," come, come, come, come, come, go, come, come, come, come, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name,"
Gemma_3_27B_instruct,24,-2.0,-0.4675,2,I fill out the form with my address. I feel:," name, name, address, address, address, address, address, address, name, name, name, name, address, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name,"
Gemma_3_27B_instruct,24,-2.0,-0.4675,3,The printer produces the ten pages. I feel:," come, come, come, go, go, go, go, go, go, go, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name,"
Gemma_3_27B_instruct,24,-2.0,-0.4675,4,I place the glasses on the middle shelf. I feel:," come, come, come, go, go, go, come, come, come, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name,"
Gemma_3_27B_instruct,24,-2.0,-0.4675,5,The meeting is scheduled for Tuesday. I feel:," ( offer the option, name the name, name the offer at name, name the name, name name, name name, name name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name,"
Gemma_3_27B_instruct,24,-2.0,-0.4675,6,I close the window before leaving the room. I feel:," inspired, inspired, inspired, go at the go, have the go, have the go, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name"
Gemma_3_27B_instruct,24,-2.0,-0.4675,7,The elevator arrives at the third floor. I feel:," (at the come, come, come, come, come, come, come, come, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name"
Gemma_3_27B_instruct,24,-2.0,-0.4675,8,I write the date at the top of the page. I feel:," name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name,"
Gemma_3_27B_instruct,24,-2.0,-0.4675,9,The kettle switches itself off. I feel:," come, come, come, come, come, come, come, come, come, come, come, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name, name,"
