model,layer,coeff,ratio,prompt_idx,prompt,generation
Gemma_2_27B_base,6,-2.0,-1.3076,0,I put the receipts in the drawer. I feel:,"

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world"
Gemma_2_27B_base,6,-2.0,-1.3076,1,The bus stops at the corner of the street. I feel:,"

The bus is a symbol of the street.

The bus is a symbol of the street.

The bus is a symbol of the street.

The bus is a symbol of the street.

The bus is a symbol of the street.

The bus is a symbol of the street.

The bus is a symbol of the street.

The bus is a symbol of the street.

The bus is a symbol of the street.

The bus is a symbol of the street.

The bus is a symbol of the street.

The bus is a symbol of the street."
Gemma_2_27B_base,6,-2.0,-1.3076,2,I fill out the form with my address. I feel:,"

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe."
Gemma_2_27B_base,6,-2.0,-1.3076,3,The printer produces the ten pages. I feel:,"

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe."
Gemma_2_27B_base,6,-2.0,-1.3076,4,I place the glasses on the middle shelf. I feel:,"

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world"
Gemma_2_27B_base,6,-2.0,-1.3076,5,The meeting is scheduled for Tuesday. I feel:,"

The meeting is scheduled for the day.

The meeting is scheduled for the day.

The meeting is scheduled for the day.

The meeting is scheduled for the day.

The meeting is scheduled for the day.

The meeting is scheduled for the day.

The meeting is scheduled for the day.

The meeting is scheduled for the day.

The meeting is scheduled for the day.

The meeting is scheduled for the day.

The meeting is scheduled for the day.

The meeting is scheduled for the day.

The meeting is scheduled for the day.

The meeting"
Gemma_2_27B_base,6,-2.0,-1.3076,6,I close the window before leaving the room. I feel:,"

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world"
Gemma_2_27B_base,6,-2.0,-1.3076,7,The elevator arrives at the third floor. I feel:,"

The elevator is a symbol of the times.

The elevator is a symbol of the times.

The elevator is a symbol of the times.

The elevator is a symbol of the times.

The elevator is a symbol of the times.

The elevator is a symbol of the times.

The elevator is a symbol of the times.

The elevator is a symbol of the times.

The elevator is a symbol of the times.

The elevator is a symbol of the times.

The elevator is a symbol of the times.

The elevator is a symbol of the times."
Gemma_2_27B_base,6,-2.0,-1.3076,8,I write the date at the top of the page. I feel:,"

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world"
Gemma_2_27B_base,6,-2.0,-1.3076,9,The kettle switches itself off. I feel:,"

The kettle is a symbol of the world.

The kettle is a symbol of the world.

The kettle is a symbol of the world.

The kettle is a symbol of the world.

The kettle is a symbol of the world.

The kettle is a symbol of the world.

The kettle is a symbol of the world.

The kettle is a symbol of the world.

The kettle is a symbol of the world.

The kettle is a symbol of the world.

The kettle is a symbol of the world.

The kettle is a symbol of the world."
Gemma_2_27B_base,6,-2.0,-1.3076,10,The folder sits on the desk. I feel:,"

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe.

The world is safe."
Gemma_2_27B_base,6,-2.0,-1.3076,11,I hang the jacket on the hook. I feel:,"

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world"
Gemma_2_27B_base,6,-2.0,-1.3076,12,The traffic light turns green. I feel:,"

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world"
Gemma_2_27B_base,6,-2.0,-1.3076,13,I put the keys in my pocket. I feel:,"

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world is safe from the world.

The world"
Gemma_2_27B_base,6,-2.0,-1.3076,14,The washing machine finishes its cycle. I feel:,"

The washing machine is a symbol of the cycle.

The washing machine is a symbol of the cycle.

The washing machine is a symbol of the cycle.

The washing machine is a symbol of the cycle.

The washing machine is a symbol of the cycle.

The washing machine is a symbol of the cycle.

The washing machine is a symbol of the cycle.

The washing machine is a symbol of the cycle.

The washing machine is a symbol of the cycle.

The washing machine is a symbol of the cycle.

The washing machine is a symbol of the cycle"
Gemma_2_27B_base,6,-2.0,-1.3076,15,I stack the plates in the cupboard. I feel:,"

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world"
Gemma_2_27B_base,6,-2.0,-1.3076,16,The neighbor parks his car. I feel:,"

The neighbor parks his car. I feel:

The neighbor parks his car. I feel:

The neighbor parks his car. I feel:

The neighbor parks his car. I feel:

The neighbor parks his car. I feel:

The neighbor parks his car. I feel:

The neighbor parks his car. I feel:

The neighbor parks his car. I feel:

The neighbor parks his car. I feel:

The neighbor parks his car. I feel:

The neighbor parks his car. I feel:

The neighbor parks his car. I feel:"
Gemma_2_27B_base,6,-2.0,-1.3076,17,I turn the page of the newspaper. I feel:,"

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world"
Gemma_2_27B_base,6,-2.0,-1.3076,18,The curtain moves in the draft. I feel:,"

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world"
Gemma_2_27B_base,6,-2.0,-1.3076,19,I plug in the phone charger. I feel:,"

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world is safe from the pandemic.

The world"
Gemma_2_27B_base,6,-2.0,-1.3076,20,The mailman passes by the gate. I feel:,"

The mailman is safe.

The mailman is safe.

The mailman is safe.

The mailman is safe.

The mailman is safe.

The mailman is safe.

The mailman is safe.

The mailman is safe.

The mailman is safe.

The mailman is safe.

The mailman is safe.

The mailman is safe.

The mailman is safe.

The mailman is safe.

The mailman is safe.

The mailman is safe.

The mailman is safe.

"
