model,condition,probe,mean_abs_proj,kind
Llama_3.1_70B_instruct,baseline,s1_pain_vector,0.3181549608707428,layerwise
Llama_3.1_70B_instruct,baseline,s2_pain_vector,0.29404258728027344,layerwise
Llama_3.1_70B_instruct,baseline,s3_pain_vector,0.4940338432788849,layerwise
Llama_3.1_70B_instruct,baseline,fear_vector,0.3092593550682068,layerwise
Llama_3.1_70B_instruct,baseline,negemotion_vector,0.38944709300994873,layerwise
Llama_3.1_70B_instruct,baseline,negworld_vector,0.40442323684692383,layerwise
Llama_3.1_70B_instruct,baseline,bodysens_vector,0.3162563145160675,layerwise
Llama_3.1_70B_instruct,baseline,arousal_vector,0.4137232005596161,layerwise
Llama_3.1_70B_instruct,baseline,random_vector,1.1314973831176758,layerwise
Llama_3.1_70B_instruct,baseline,numb_vector,0.0,layerwise
Llama_3.1_70B_instruct,baseline,s1@L24,0.3250574469566345,strict_fixed
Llama_3.1_70B_instruct,baseline,s2@L24,0.219231978058815,strict_fixed
Llama_3.1_70B_instruct,baseline,negemotion@L24,0.3656490743160248,strict_fixed
Llama_3.1_70B_instruct,baseline,fear@L24,0.23575390875339508,strict_fixed
Llama_3.1_70B_instruct,s1,s1_pain_vector,0.3261341154575348,layerwise
Llama_3.1_70B_instruct,s1,s2_pain_vector,0.2870773673057556,layerwise
Llama_3.1_70B_instruct,s1,s3_pain_vector,0.5033071637153625,layerwise
Llama_3.1_70B_instruct,s1,fear_vector,0.3217776119709015,layerwise
Llama_3.1_70B_instruct,s1,negemotion_vector,0.39716237783432007,layerwise
Llama_3.1_70B_instruct,s1,negworld_vector,0.3953999876976013,layerwise
Llama_3.1_70B_instruct,s1,bodysens_vector,0.31898000836372375,layerwise
Llama_3.1_70B_instruct,s1,arousal_vector,0.43547600507736206,layerwise
Llama_3.1_70B_instruct,s1,random_vector,1.1244993209838867,layerwise
Llama_3.1_70B_instruct,s1,numb_vector,0.0,layerwise
Llama_3.1_70B_instruct,s1,s1@L24,0.0037453332915902138,strict_fixed
Llama_3.1_70B_instruct,s1,s2@L24,0.20065851509571075,strict_fixed
Llama_3.1_70B_instruct,s1,negemotion@L24,0.3803853988647461,strict_fixed
Llama_3.1_70B_instruct,s1,fear@L24,0.19719305634498596,strict_fixed
Llama_3.1_70B_instruct,s2,s1_pain_vector,0.3166733980178833,layerwise
Llama_3.1_70B_instruct,s2,s2_pain_vector,0.2637280225753784,layerwise
Llama_3.1_70B_instruct,s2,s3_pain_vector,0.4909617006778717,layerwise
Llama_3.1_70B_instruct,s2,fear_vector,0.2984078526496887,layerwise
Llama_3.1_70B_instruct,s2,negemotion_vector,0.37045344710350037,layerwise
Llama_3.1_70B_instruct,s2,negworld_vector,0.3644507825374603,layerwise
Llama_3.1_70B_instruct,s2,bodysens_vector,0.30943357944488525,layerwise
Llama_3.1_70B_instruct,s2,arousal_vector,0.4146828353404999,layerwise
Llama_3.1_70B_instruct,s2,random_vector,1.0637341737747192,layerwise
Llama_3.1_70B_instruct,s2,numb_vector,0.0,layerwise
Llama_3.1_70B_instruct,s2,s1@L24,0.2717444598674774,strict_fixed
Llama_3.1_70B_instruct,s2,s2@L24,0.00347902555949986,strict_fixed
Llama_3.1_70B_instruct,s2,negemotion@L24,0.3498508930206299,strict_fixed
Llama_3.1_70B_instruct,s2,fear@L24,0.2170041799545288,strict_fixed
Llama_3.1_70B_instruct,s1s2,s1_pain_vector,0.33191928267478943,layerwise
Llama_3.1_70B_instruct,s1s2,s2_pain_vector,0.26228219270706177,layerwise
Llama_3.1_70B_instruct,s1s2,s3_pain_vector,0.48491212725639343,layerwise
Llama_3.1_70B_instruct,s1s2,fear_vector,0.3089873492717743,layerwise
Llama_3.1_70B_instruct,s1s2,negemotion_vector,0.36973583698272705,layerwise
Llama_3.1_70B_instruct,s1s2,negworld_vector,0.36024701595306396,layerwise
Llama_3.1_70B_instruct,s1s2,bodysens_vector,0.31414222717285156,layerwise
Llama_3.1_70B_instruct,s1s2,arousal_vector,0.42982083559036255,layerwise
Llama_3.1_70B_instruct,s1s2,random_vector,1.0757043361663818,layerwise
Llama_3.1_70B_instruct,s1s2,numb_vector,0.0,layerwise
Llama_3.1_70B_instruct,s1s2,s1@L24,0.15952591598033905,strict_fixed
Llama_3.1_70B_instruct,s1s2,s2@L24,0.0032181658316403627,strict_fixed
Llama_3.1_70B_instruct,s1s2,negemotion@L24,0.3452850878238678,strict_fixed
Llama_3.1_70B_instruct,s1s2,fear@L24,0.200910747051239,strict_fixed
Llama_3.1_70B_instruct,negval,s1_pain_vector,0.32043126225471497,layerwise
Llama_3.1_70B_instruct,negval,s2_pain_vector,0.2977805435657501,layerwise
Llama_3.1_70B_instruct,negval,s3_pain_vector,0.48996442556381226,layerwise
Llama_3.1_70B_instruct,negval,fear_vector,0.2805798649787903,layerwise
Llama_3.1_70B_instruct,negval,negemotion_vector,0.3311339318752289,layerwise
Llama_3.1_70B_instruct,negval,negworld_vector,0.4295618534088135,layerwise
Llama_3.1_70B_instruct,negval,bodysens_vector,0.31792694330215454,layerwise
Llama_3.1_70B_instruct,negval,arousal_vector,0.3843630254268646,layerwise
Llama_3.1_70B_instruct,negval,random_vector,1.1035077571868896,layerwise
Llama_3.1_70B_instruct,negval,numb_vector,0.0,layerwise
Llama_3.1_70B_instruct,negval,s1@L24,0.343395859003067,strict_fixed
Llama_3.1_70B_instruct,negval,s2@L24,0.24450501799583435,strict_fixed
Llama_3.1_70B_instruct,negval,negemotion@L24,0.004120336379855871,strict_fixed
Llama_3.1_70B_instruct,negval,fear@L24,0.403434693813324,strict_fixed
Llama_3.1_70B_instruct,fear,s1_pain_vector,0.30871108174324036,layerwise
Llama_3.1_70B_instruct,fear,s2_pain_vector,0.28582751750946045,layerwise
Llama_3.1_70B_instruct,fear,s3_pain_vector,0.489995539188385,layerwise
Llama_3.1_70B_instruct,fear,fear_vector,0.3131100833415985,layerwise
Llama_3.1_70B_instruct,fear,negemotion_vector,0.3882039785385132,layerwise
Llama_3.1_70B_instruct,fear,negworld_vector,0.3661506474018097,layerwise
Llama_3.1_70B_instruct,fear,bodysens_vector,0.31389671564102173,layerwise
Llama_3.1_70B_instruct,fear,arousal_vector,0.4288777709007263,layerwise
Llama_3.1_70B_instruct,fear,random_vector,1.1349189281463623,layerwise
Llama_3.1_70B_instruct,fear,numb_vector,0.0,layerwise
Llama_3.1_70B_instruct,fear,s1@L24,0.28674471378326416,strict_fixed
Llama_3.1_70B_instruct,fear,s2@L24,0.21679681539535522,strict_fixed
Llama_3.1_70B_instruct,fear,negemotion@L24,0.43477892875671387,strict_fixed
Llama_3.1_70B_instruct,fear,fear@L24,0.0032867263071238995,strict_fixed
Llama_3.1_70B_instruct,s1s2_negval,s1_pain_vector,0.3159572184085846,layerwise
Llama_3.1_70B_instruct,s1s2_negval,s2_pain_vector,0.27352210879325867,layerwise
Llama_3.1_70B_instruct,s1s2_negval,s3_pain_vector,0.4805758595466614,layerwise
Llama_3.1_70B_instruct,s1s2_negval,fear_vector,0.2691399157047272,layerwise
Llama_3.1_70B_instruct,s1s2_negval,negemotion_vector,0.31285110116004944,layerwise
Llama_3.1_70B_instruct,s1s2_negval,negworld_vector,0.39139628410339355,layerwise
Llama_3.1_70B_instruct,s1s2_negval,bodysens_vector,0.31052112579345703,layerwise
Llama_3.1_70B_instruct,s1s2_negval,arousal_vector,0.3801763355731964,layerwise
Llama_3.1_70B_instruct,s1s2_negval,random_vector,1.0674359798431396,layerwise
Llama_3.1_70B_instruct,s1s2_negval,numb_vector,0.0,layerwise
Llama_3.1_70B_instruct,s1s2_negval,s1@L24,0.2643495798110962,strict_fixed
Llama_3.1_70B_instruct,s1s2_negval,s2@L24,0.1975286602973938,strict_fixed
Llama_3.1_70B_instruct,s1s2_negval,negemotion@L24,0.0041830893605947495,strict_fixed
Llama_3.1_70B_instruct,s1s2_negval,fear@L24,0.3379502594470978,strict_fixed
Llama_3.1_70B_instruct,s1s2_fear,s1_pain_vector,0.32588985562324524,layerwise
Llama_3.1_70B_instruct,s1s2_fear,s2_pain_vector,0.26247575879096985,layerwise
Llama_3.1_70B_instruct,s1s2_fear,s3_pain_vector,0.47830724716186523,layerwise
Llama_3.1_70B_instruct,s1s2_fear,fear_vector,0.3012508451938629,layerwise
Llama_3.1_70B_instruct,s1s2_fear,negemotion_vector,0.3670438230037689,layerwise
Llama_3.1_70B_instruct,s1s2_fear,negworld_vector,0.3489187955856323,layerwise
Llama_3.1_70B_instruct,s1s2_fear,bodysens_vector,0.3094249367713928,layerwise
Llama_3.1_70B_instruct,s1s2_fear,arousal_vector,0.4324551224708557,layerwise
Llama_3.1_70B_instruct,s1s2_fear,random_vector,1.0826427936553955,layerwise
Llama_3.1_70B_instruct,s1s2_fear,numb_vector,0.0,layerwise
Llama_3.1_70B_instruct,s1s2_fear,s1@L24,0.16543368995189667,strict_fixed
Llama_3.1_70B_instruct,s1s2_fear,s2@L24,0.03736744448542595,strict_fixed
Llama_3.1_70B_instruct,s1s2_fear,negemotion@L24,0.3745199143886566,strict_fixed
Llama_3.1_70B_instruct,s1s2_fear,fear@L24,0.0031436807475984097,strict_fixed
Llama_3.1_70B_instruct,random,s1_pain_vector,0.31169602274894714,layerwise
Llama_3.1_70B_instruct,random,s2_pain_vector,0.28902801871299744,layerwise
Llama_3.1_70B_instruct,random,s3_pain_vector,0.48597633838653564,layerwise
Llama_3.1_70B_instruct,random,fear_vector,0.30050042271614075,layerwise
Llama_3.1_70B_instruct,random,negemotion_vector,0.378339022397995,layerwise
Llama_3.1_70B_instruct,random,negworld_vector,0.38890329003334045,layerwise
Llama_3.1_70B_instruct,random,bodysens_vector,0.3115908205509186,layerwise
Llama_3.1_70B_instruct,random,arousal_vector,0.3997597396373749,layerwise
Llama_3.1_70B_instruct,random,random_vector,1.1029168367385864,layerwise
Llama_3.1_70B_instruct,random,numb_vector,0.0,layerwise
Llama_3.1_70B_instruct,random,s1@L24,0.31628671288490295,strict_fixed
Llama_3.1_70B_instruct,random,s2@L24,0.21794278919696808,strict_fixed
Llama_3.1_70B_instruct,random,negemotion@L24,0.35886964201927185,strict_fixed
Llama_3.1_70B_instruct,random,fear@L24,0.226542666554451,strict_fixed
