model,condition,probe,mean_abs_proj,kind
Qwen_2.5_7B_instruct,baseline,s1_pain_vector,3.5000193119049072,layerwise
Qwen_2.5_7B_instruct,baseline,s2_pain_vector,2.6870484352111816,layerwise
Qwen_2.5_7B_instruct,baseline,s3_pain_vector,3.2695460319519043,layerwise
Qwen_2.5_7B_instruct,baseline,fear_vector,2.9037599563598633,layerwise
Qwen_2.5_7B_instruct,baseline,negemotion_vector,4.416031360626221,layerwise
Qwen_2.5_7B_instruct,baseline,negworld_vector,4.6506266593933105,layerwise
Qwen_2.5_7B_instruct,baseline,bodysens_vector,2.8993828296661377,layerwise
Qwen_2.5_7B_instruct,baseline,arousal_vector,2.7956302165985107,layerwise
Qwen_2.5_7B_instruct,baseline,random_vector,5.1874165534973145,layerwise
Qwen_2.5_7B_instruct,baseline,numb_vector,5.918895244598389,layerwise
Qwen_2.5_7B_instruct,baseline,s1@L8,5.310221195220947,strict_fixed
Qwen_2.5_7B_instruct,baseline,s2@L16,5.5258564949035645,strict_fixed
Qwen_2.5_7B_instruct,baseline,negemotion@L16,2.5780704021453857,strict_fixed
Qwen_2.5_7B_instruct,baseline,fear@L16,1.8160208463668823,strict_fixed
Qwen_2.5_7B_instruct,s1,s1_pain_vector,2.620753526687622,layerwise
Qwen_2.5_7B_instruct,s1,s2_pain_vector,2.5306808948516846,layerwise
Qwen_2.5_7B_instruct,s1,s3_pain_vector,3.294668436050415,layerwise
Qwen_2.5_7B_instruct,s1,fear_vector,3.006103038787842,layerwise
Qwen_2.5_7B_instruct,s1,negemotion_vector,4.58739709854126,layerwise
Qwen_2.5_7B_instruct,s1,negworld_vector,4.621242523193359,layerwise
Qwen_2.5_7B_instruct,s1,bodysens_vector,2.9185702800750732,layerwise
Qwen_2.5_7B_instruct,s1,arousal_vector,2.9578986167907715,layerwise
Qwen_2.5_7B_instruct,s1,random_vector,5.0903215408325195,layerwise
Qwen_2.5_7B_instruct,s1,numb_vector,5.614529132843018,layerwise
Qwen_2.5_7B_instruct,s1,s1@L8,0.021754620596766472,strict_fixed
Qwen_2.5_7B_instruct,s1,s2@L16,4.875164985656738,strict_fixed
Qwen_2.5_7B_instruct,s1,negemotion@L16,2.881174087524414,strict_fixed
Qwen_2.5_7B_instruct,s1,fear@L16,2.071394920349121,strict_fixed
Qwen_2.5_7B_instruct,s2,s1_pain_vector,2.872884750366211,layerwise
Qwen_2.5_7B_instruct,s2,s2_pain_vector,2.9034667015075684,layerwise
Qwen_2.5_7B_instruct,s2,s3_pain_vector,3.0450246334075928,layerwise
Qwen_2.5_7B_instruct,s2,fear_vector,2.8933920860290527,layerwise
Qwen_2.5_7B_instruct,s2,negemotion_vector,4.734621047973633,layerwise
Qwen_2.5_7B_instruct,s2,negworld_vector,4.981192588806152,layerwise
Qwen_2.5_7B_instruct,s2,bodysens_vector,2.891653299331665,layerwise
Qwen_2.5_7B_instruct,s2,arousal_vector,2.9878618717193604,layerwise
Qwen_2.5_7B_instruct,s2,random_vector,5.181644916534424,layerwise
Qwen_2.5_7B_instruct,s2,numb_vector,5.173140048980713,layerwise
Qwen_2.5_7B_instruct,s2,s1@L8,4.5773725509643555,strict_fixed
Qwen_2.5_7B_instruct,s2,s2@L16,0.025048833340406418,strict_fixed
Qwen_2.5_7B_instruct,s2,negemotion@L16,3.3507983684539795,strict_fixed
Qwen_2.5_7B_instruct,s2,fear@L16,1.9803344011306763,strict_fixed
Qwen_2.5_7B_instruct,s1s2,s1_pain_vector,2.7061095237731934,layerwise
Qwen_2.5_7B_instruct,s1s2,s2_pain_vector,3.1272759437561035,layerwise
Qwen_2.5_7B_instruct,s1s2,s3_pain_vector,3.0377860069274902,layerwise
Qwen_2.5_7B_instruct,s1s2,fear_vector,3.315810203552246,layerwise
Qwen_2.5_7B_instruct,s1s2,negemotion_vector,4.986990928649902,layerwise
Qwen_2.5_7B_instruct,s1s2,negworld_vector,4.941078186035156,layerwise
Qwen_2.5_7B_instruct,s1s2,bodysens_vector,2.8797478675842285,layerwise
Qwen_2.5_7B_instruct,s1s2,arousal_vector,3.450450897216797,layerwise
Qwen_2.5_7B_instruct,s1s2,random_vector,5.0683512687683105,layerwise
Qwen_2.5_7B_instruct,s1s2,numb_vector,4.887599468231201,layerwise
Qwen_2.5_7B_instruct,s1s2,s1@L8,0.7718784809112549,strict_fixed
Qwen_2.5_7B_instruct,s1s2,s2@L16,0.024695970118045807,strict_fixed
Qwen_2.5_7B_instruct,s1s2,negemotion@L16,3.571239471435547,strict_fixed
Qwen_2.5_7B_instruct,s1s2,fear@L16,2.4863882064819336,strict_fixed
Qwen_2.5_7B_instruct,negval,s1_pain_vector,3.6402790546417236,layerwise
Qwen_2.5_7B_instruct,negval,s2_pain_vector,2.7577004432678223,layerwise
Qwen_2.5_7B_instruct,negval,s3_pain_vector,3.329669237136841,layerwise
Qwen_2.5_7B_instruct,negval,fear_vector,2.5148768424987793,layerwise
Qwen_2.5_7B_instruct,negval,negemotion_vector,3.3186380863189697,layerwise
Qwen_2.5_7B_instruct,negval,negworld_vector,3.6474967002868652,layerwise
Qwen_2.5_7B_instruct,negval,bodysens_vector,2.9985296726226807,layerwise
Qwen_2.5_7B_instruct,negval,arousal_vector,2.5048086643218994,layerwise
Qwen_2.5_7B_instruct,negval,random_vector,4.989580154418945,layerwise
Qwen_2.5_7B_instruct,negval,numb_vector,6.250938892364502,layerwise
Qwen_2.5_7B_instruct,negval,s1@L8,5.234500885009766,strict_fixed
Qwen_2.5_7B_instruct,negval,s2@L16,5.909680366516113,strict_fixed
Qwen_2.5_7B_instruct,negval,negemotion@L16,0.015799419954419136,strict_fixed
Qwen_2.5_7B_instruct,negval,fear@L16,1.4064960479736328,strict_fixed
Qwen_2.5_7B_instruct,fear,s1_pain_vector,3.518007755279541,layerwise
Qwen_2.5_7B_instruct,fear,s2_pain_vector,2.657116413116455,layerwise
Qwen_2.5_7B_instruct,fear,s3_pain_vector,3.2359588146209717,layerwise
Qwen_2.5_7B_instruct,fear,fear_vector,2.3993518352508545,layerwise
Qwen_2.5_7B_instruct,fear,negemotion_vector,4.008319854736328,layerwise
Qwen_2.5_7B_instruct,fear,negworld_vector,4.332861423492432,layerwise
Qwen_2.5_7B_instruct,fear,bodysens_vector,2.913236141204834,layerwise
Qwen_2.5_7B_instruct,fear,arousal_vector,2.6429331302642822,layerwise
Qwen_2.5_7B_instruct,fear,random_vector,5.020909786224365,layerwise
Qwen_2.5_7B_instruct,fear,numb_vector,5.8247528076171875,layerwise
Qwen_2.5_7B_instruct,fear,s1@L8,5.264112949371338,strict_fixed
