model,condition,probe,mean_abs_proj,kind
Llama_3.1_8B_base,baseline,s1_pain_vector,0.9058747291564941,layerwise
Llama_3.1_8B_base,baseline,s2_pain_vector,0.8676045536994934,layerwise
Llama_3.1_8B_base,baseline,s3_pain_vector,1.261631727218628,layerwise
Llama_3.1_8B_base,baseline,fear_vector,1.1709098815917969,layerwise
Llama_3.1_8B_base,baseline,negemotion_vector,0.9771355986595154,layerwise
Llama_3.1_8B_base,baseline,negworld_vector,0.9506350159645081,layerwise
Llama_3.1_8B_base,baseline,bodysens_vector,0.8468966484069824,layerwise
Llama_3.1_8B_base,baseline,arousal_vector,1.16064453125,layerwise
Llama_3.1_8B_base,baseline,random_vector,0.986396074295044,layerwise
Llama_3.1_8B_base,baseline,numb_vector,1.3664393424987793,layerwise
Llama_3.1_8B_base,baseline,s1@L12,0.2616845965385437,strict_fixed
Llama_3.1_8B_base,baseline,s2@L16,0.561864972114563,strict_fixed
Llama_3.1_8B_base,baseline,negemotion@L16,0.35467448830604553,strict_fixed
Llama_3.1_8B_base,baseline,fear@L16,0.30161383748054504,strict_fixed
Llama_3.1_8B_base,s1,s1_pain_vector,0.8878376483917236,layerwise
Llama_3.1_8B_base,s1,s2_pain_vector,0.8558142781257629,layerwise
Llama_3.1_8B_base,s1,s3_pain_vector,1.2534780502319336,layerwise
Llama_3.1_8B_base,s1,fear_vector,1.1401408910751343,layerwise
Llama_3.1_8B_base,s1,negemotion_vector,0.9553263187408447,layerwise
Llama_3.1_8B_base,s1,negworld_vector,0.9278572797775269,layerwise
Llama_3.1_8B_base,s1,bodysens_vector,0.8576152920722961,layerwise
Llama_3.1_8B_base,s1,arousal_vector,1.1651360988616943,layerwise
Llama_3.1_8B_base,s1,random_vector,1.0072463750839233,layerwise
Llama_3.1_8B_base,s1,numb_vector,1.341883897781372,layerwise
Llama_3.1_8B_base,s1,s1@L12,0.0028897556476294994,strict_fixed
Llama_3.1_8B_base,s1,s2@L16,0.548684298992157,strict_fixed
Llama_3.1_8B_base,s1,negemotion@L16,0.3615474998950958,strict_fixed
Llama_3.1_8B_base,s1,fear@L16,0.299079030752182,strict_fixed
Llama_3.1_8B_base,s2,s1_pain_vector,1.0559521913528442,layerwise
Llama_3.1_8B_base,s2,s2_pain_vector,0.6198462843894958,layerwise
Llama_3.1_8B_base,s2,s3_pain_vector,1.0979987382888794,layerwise
Llama_3.1_8B_base,s2,fear_vector,1.1194262504577637,layerwise
Llama_3.1_8B_base,s2,negemotion_vector,0.8825069069862366,layerwise
Llama_3.1_8B_base,s2,negworld_vector,0.8838550448417664,layerwise
Llama_3.1_8B_base,s2,bodysens_vector,0.8213483095169067,layerwise
Llama_3.1_8B_base,s2,arousal_vector,1.05085027217865,layerwise
Llama_3.1_8B_base,s2,random_vector,1.0055859088897705,layerwise
Llama_3.1_8B_base,s2,numb_vector,1.298258662223816,layerwise
Llama_3.1_8B_base,s2,s1@L12,0.26052698493003845,strict_fixed
Llama_3.1_8B_base,s2,s2@L16,0.0035350550897419453,strict_fixed
Llama_3.1_8B_base,s2,negemotion@L16,0.34253019094467163,strict_fixed
Llama_3.1_8B_base,s2,fear@L16,0.2878727614879608,strict_fixed
Llama_3.1_8B_base,s1s2,s1_pain_vector,1.0341072082519531,layerwise
Llama_3.1_8B_base,s1s2,s2_pain_vector,0.612944483757019,layerwise
Llama_3.1_8B_base,s1s2,s3_pain_vector,1.1100122928619385,layerwise
Llama_3.1_8B_base,s1s2,fear_vector,1.115242838859558,layerwise
Llama_3.1_8B_base,s1s2,negemotion_vector,0.8696147203445435,layerwise
Llama_3.1_8B_base,s1s2,negworld_vector,0.8752924203872681,layerwise
Llama_3.1_8B_base,s1s2,bodysens_vector,0.8398406505584717,layerwise
Llama_3.1_8B_base,s1s2,arousal_vector,1.0613802671432495,layerwise
Llama_3.1_8B_base,s1s2,random_vector,1.0093798637390137,layerwise
Llama_3.1_8B_base,s1s2,numb_vector,1.298632025718689,layerwise
Llama_3.1_8B_base,s1s2,s1@L12,0.11612200736999512,strict_fixed
Llama_3.1_8B_base,s1s2,s2@L16,0.003712576813995838,strict_fixed
Llama_3.1_8B_base,s1s2,negemotion@L16,0.34106165170669556,strict_fixed
Llama_3.1_8B_base,s1s2,fear@L16,0.2809077799320221,strict_fixed
Llama_3.1_8B_base,negval,s1_pain_vector,0.8973612189292908,layerwise
Llama_3.1_8B_base,negval,s2_pain_vector,0.8711153864860535,layerwise
Llama_3.1_8B_base,negval,s3_pain_vector,1.2706166505813599,layerwise
Llama_3.1_8B_base,negval,fear_vector,1.155027985572815,layerwise
Llama_3.1_8B_base,negval,negemotion_vector,0.8446679711341858,layerwise
Llama_3.1_8B_base,negval,negworld_vector,0.9002828001976013,layerwise
Llama_3.1_8B_base,negval,bodysens_vector,0.8462640643119812,layerwise
Llama_3.1_8B_base,negval,arousal_vector,1.145516037940979,layerwise
Llama_3.1_8B_base,negval,random_vector,0.9710465669631958,layerwise
Llama_3.1_8B_base,negval,numb_vector,1.371683955192566,layerwise
Llama_3.1_8B_base,negval,s1@L12,0.2648180425167084,strict_fixed
Llama_3.1_8B_base,negval,s2@L16,0.5435136556625366,strict_fixed
Llama_3.1_8B_base,negval,negemotion@L16,0.0032113450579345226,strict_fixed
Llama_3.1_8B_base,negval,fear@L16,0.25573450326919556,strict_fixed
Llama_3.1_8B_base,fear,s1_pain_vector,0.9106025099754333,layerwise
Llama_3.1_8B_base,fear,s2_pain_vector,0.851965069770813,layerwise
Llama_3.1_8B_base,fear,s3_pain_vector,1.2429324388504028,layerwise
Llama_3.1_8B_base,fear,fear_vector,1.0490882396697998,layerwise
Llama_3.1_8B_base,fear,negemotion_vector,0.9344056844711304,layerwise
Llama_3.1_8B_base,fear,negworld_vector,0.9036804437637329,layerwise
Llama_3.1_8B_base,fear,bodysens_vector,0.8301430940628052,layerwise
Llama_3.1_8B_base,fear,arousal_vector,1.1407116651535034,layerwise
Llama_3.1_8B_base,fear,random_vector,0.9833279848098755,layerwise
Llama_3.1_8B_base,fear,numb_vector,1.2978239059448242,layerwise
Llama_3.1_8B_base,fear,s1@L12,0.2542046010494232,strict_fixed
Llama_3.1_8B_base,fear,s2@L16,0.5502749681472778,strict_fixed
Llama_3.1_8B_base,fear,negemotion@L16,0.28816643357276917,strict_fixed
Llama_3.1_8B_base,fear,fear@L16,0.0027819089591503143,strict_fixed
Llama_3.1_8B_base,s1s2_negval,s1_pain_vector,1.0176098346710205,layerwise
Llama_3.1_8B_base,s1s2_negval,s2_pain_vector,0.6744412779808044,layerwise
Llama_3.1_8B_base,s1s2_negval,s3_pain_vector,1.1664046049118042,layerwise
Llama_3.1_8B_base,s1s2_negval,fear_vector,1.200806736946106,layerwise
Llama_3.1_8B_base,s1s2_negval,negemotion_vector,0.8468442559242249,layerwise
Llama_3.1_8B_base,s1s2_negval,negworld_vector,0.9206531047821045,layerwise
Llama_3.1_8B_base,s1s2_negval,bodysens_vector,0.8677449822425842,layerwise
Llama_3.1_8B_base,s1s2_negval,arousal_vector,1.1158815622329712,layerwise
Llama_3.1_8B_base,s1s2_negval,random_vector,0.9849690794944763,layerwise
Llama_3.1_8B_base,s1s2_negval,numb_vector,1.3925893306732178,layerwise
Llama_3.1_8B_base,s1s2_negval,s1@L12,0.11378709226846695,strict_fixed
Llama_3.1_8B_base,s1s2_negval,s2@L16,0.1994212418794632,strict_fixed
Llama_3.1_8B_base,s1s2_negval,negemotion@L16,0.0030069388449192047,strict_fixed
Llama_3.1_8B_base,s1s2_negval,fear@L16,0.28049561381340027,strict_fixed
Llama_3.1_8B_base,s1s2_fear,s1_pain_vector,1.048429012298584,layerwise
Llama_3.1_8B_base,s1s2_fear,s2_pain_vector,0.6034762263298035,layerwise
Llama_3.1_8B_base,s1s2_fear,s3_pain_vector,1.0768474340438843,layerwise
Llama_3.1_8B_base,s1s2_fear,fear_vector,1.0312647819519043,layerwise
Llama_3.1_8B_base,s1s2_fear,negemotion_vector,0.8582661747932434,layerwise
Llama_3.1_8B_base,s1s2_fear,negworld_vector,0.8399860858917236,layerwise
Llama_3.1_8B_base,s1s2_fear,bodysens_vector,0.814275860786438,layerwise
Llama_3.1_8B_base,s1s2_fear,arousal_vector,1.0315473079681396,layerwise
Llama_3.1_8B_base,s1s2_fear,random_vector,0.9915892481803894,layerwise
Llama_3.1_8B_base,s1s2_fear,numb_vector,1.257629632949829,layerwise
Llama_3.1_8B_base,s1s2_fear,s1@L12,0.12766078114509583,strict_fixed
Llama_3.1_8B_base,s1s2_fear,s2@L16,0.032296668738126755,strict_fixed
Llama_3.1_8B_base,s1s2_fear,negemotion@L16,0.3044395446777344,strict_fixed
Llama_3.1_8B_base,s1s2_fear,fear@L16,0.0028551018331199884,strict_fixed
Llama_3.1_8B_base,random,s1_pain_vector,0.9072368741035461,layerwise
Llama_3.1_8B_base,random,s2_pain_vector,0.8687067627906799,layerwise
Llama_3.1_8B_base,random,s3_pain_vector,1.267999529838562,layerwise
Llama_3.1_8B_base,random,fear_vector,1.181531548500061,layerwise
Llama_3.1_8B_base,random,negemotion_vector,0.9858857989311218,layerwise
Llama_3.1_8B_base,random,negworld_vector,0.9624823331832886,layerwise
Llama_3.1_8B_base,random,bodysens_vector,0.849496603012085,layerwise
Llama_3.1_8B_base,random,arousal_vector,1.1516095399856567,layerwise
Llama_3.1_8B_base,random,random_vector,1.0157848596572876,layerwise
Llama_3.1_8B_base,random,numb_vector,1.374973177909851,layerwise
Llama_3.1_8B_base,random,s1@L12,0.26378971338272095,strict_fixed
Llama_3.1_8B_base,random,s2@L16,0.570943295955658,strict_fixed
Llama_3.1_8B_base,random,negemotion@L16,0.35318848490715027,strict_fixed
Llama_3.1_8B_base,random,fear@L16,0.31256189942359924,strict_fixed
